date,place,lat,lon,alt,TOA,GHI,BHI,DHI,BNI,clearsky_GHI,clearsky_BHI,clearsky_DHI,clearsky_BNI,reliability
2005-01-01,Modena,44.646,10.926,41,3038.9951,2082.2629,1653.5874,428.6757,5810.6919,2119.2681,1719.4415,399.8264,6063.3242,0.9799
2005-01-02,Modena,44.646,10.926,41,3055.5667,1991.0969,1396.9056,594.1913,4726.5913,1994.2109,1403.3528,590.8581,4782.6504,0.9743
2005-01-03,Modena,44.646,10.926,41,3073.5107,1926.7583,1240.9539,685.8044,4204.4355,1934.9058,1249.569,685.3367,4227.1665,0.9795
2005-01-04,Modena,44.646,10.926,41,3092.8801,1968.3242,1307.2467,661.0775,4742.0078,2105.5623,1620.6266,484.9356,5575.6265,0.9792
2005-01-05,Modena,44.646,10.926,41,3113.6421,1892.3064,1132.0863,760.2201,3943.9963,2058.3679,1466.6449,591.7231,4946.5625,0.9788
2005-01-06,Modena,44.646,10.926,41,3135.8213,1936.3098,1217.2661,719.0438,4006.3984,1959.1897,1247.0903,712.0993,4092.0007,0.9781
2005-01-07,Modena,44.646,10.926,41,3159.3491,1742.4857,896.6737,845.8121,2953.9675,1921.1195,1141.501,779.6186,3712.3962,0.9778
2005-01-08,Modena,44.646,10.926,41,3184.2466,1758.5093,944.7534,813.7559,2918.0586,2031.1121,1342.683,688.429,4388.6831,0.9774
2005-01-09,Modena,44.646,10.926,41,3210.5405,1434.3202000000001,363.0956,1071.2246,1074.6508,1984.2635,1222.4535,761.81,3968.4744,0.9767
2005-01-10,Modena,44.646,10.926,41,3238.1675,1175.511,331.2747,844.2363,1013.8896,1959.9224,1150.3202000000001,809.6022,3666.656,0.9295
2005-01-11,Modena,44.646,10.926,41,3267.1343,1609.4272,750.6127,858.81454,2393.39298,2099.7273,1409.4966,690.2308,4555.3032,0
2005-01-12,Modena,44.646,10.926,41,3297.4717,1544.05068,657.28202,886.768688,2070.791896,2066.2329,1304.4249,761.808,4159.189,0
2005-01-13,Modena,44.646,10.926,41,3329.145,2039.6638,1223.9806,815.6832,3869.4543,2057.2488,1244.7539,812.4949,3931.6475,0.8705
2005-01-14,Modena,44.646,10.926,41,3362.1365,898.9147,15.1706,883.7441,39.2444,2121.9248,1362.8843,759.0406,4294.3047,0.974
2005-01-15,Modena,44.646,10.926,41,3396.407,617.8671,3.9745,613.8925,11.4435,2267.2065,1613.4373,653.7692,5132.0142,0.9736
2005-01-16,Modena,44.646,10.926,41,3431.9976,584.8138,23.0512,561.7627,122.5055,2295.7446,1655.4763,640.2684,5233.6089,0.9729
2005-01-17,Modena,44.646,10.926,41,3468.8767,1866.5543,955.9901,910.5642,3509.9504,2389.7471,1804.165,585.582,5693.7227,0.9774
2005-01-18,Modena,44.646,10.926,41,3507.0366,769.0831,59.8174,709.2656,332.2311,2133.0288,1238.7296,894.2992,3777.1003,0.9663
2005-01-19,Modena,44.646,10.926,41,3546.4426,1872.4541,968.2478,904.2063,3059.4934,2308.8306,1586.1508,722.6797,4847.2251,0.976
2005-01-20,Modena,44.646,10.926,41,3587.0938,2266.4302,1581.7561,684.6741,4986.4126,2458.0591,1900.4385,557.6205,5879.083,0.9806
2005-01-21,Modena,44.646,10.926,41,3628.9912,2368.4871,1751.209,617.2781,5448.4512,2474.8872,1935.3615,539.5258,5969.0693,0.9799
2005-01-22,Modena,44.646,10.926,41,3672.0945,1484.1508,511.0635,973.0873,2065.6785,2388.6992,1645.5358,743.1634,4923.9619,0.9792
2005-01-23,Modena,44.646,10.926,41,3716.4363,1170.3998,282.3448,888.0549,1025.9976,2552.3052,1995.8752,556.4298,6063.6245,0.9781
2005-01-24,Modena,44.646,10.926,41,3761.9329,2405.5188,1543.5288,861.99,4681.9512,2580.3792,1938.2332,642.1459,5784.917,0.9774
2005-01-25,Modena,44.646,10.926,41,3808.5916,1421.9015,293.3313,1128.5702000000001,791.3633,2696.8064,2140.5652,556.2411,6429.2241,0.9715
2005-01-26,Modena,44.646,10.926,41,3856.4539,1871.8999,574.6708,1297.2291,1753.6346,2692.4443,2118.5308,573.9136,6293.5854,0.9757
2005-01-27,Modena,44.646,10.926,41,3905.4143,2396.8206,1378.0496,1018.7709,4139.644,2683.0947,2023.6606,659.4342,5892.1353,0.975
2005-01-28,Modena,44.646,10.926,41,3955.5327,1945.483,820.5331,1124.95,2077.605,2618.1069,1786.2037,831.9031,5107.7095,0.9743
2005-01-29,Modena,44.646,10.926,41,4006.7266,1562.9124,434.8355,1128.0768,1850.7882,2788.5544,2122.4729,666.0816,6088.6221,0.9785
2005-01-30,Modena,44.646,10.926,41,4059.0312,2920.9033,2311.0015,609.9019,6626.1997,2933.373,2330.2878,603.0853,6708.9722,0.9774
2005-01-31,Modena,44.646,10.926,41,4112.3848,2851.344,2145.5452,705.7988,6035.9658,2851.344,2145.5452,705.7988,6035.9658,0.9767
2005-02-01,Modena,44.646,10.926,41,4166.7739,2725.0339,1860.7292,864.3046,4915.542,2771.5029,1933.822,837.681,5309.0615,0.976
2005-02-02,Modena,44.646,10.926,41,4222.231,2903.7402,2164.5391,739.2011,5911.5723,2941.0381,2232.4792,708.5588,6191.9814,0.9802
2005-02-03,Modena,44.646,10.926,41,4278.6597,2997.3982,2315.2847,682.1135,6385.2974,3008.4634,2334.9912,673.4722,6428.9365,0.9795
2005-02-04,Modena,44.646,10.926,41,4336.1445,3060.4358,2392.4326,668.0033,6525.9092,3077.8809,2417.9644,659.9163,6602.7656,0.9781
