date,place,lat,lon,alt,TOA,GHI,BHI,DHI,BNI,clearsky_GHI,clearsky_BHI,clearsky_DHI,clearsky_BNI,reliability
2005-01-01,Berlino,52.52,13.4049,37,1739.5037,411.5305,79.2437,332.2868,532.5118,1041.4885,683.5818,357.9067,3496.2922,0.9688
2005-01-02,Berlino,52.52,13.4049,37,1754.8785,404.7672,78.1957,326.5715,444.6356,1013.0363,516.215,496.8213,2511.584,0.9625
2005-01-03,Berlino,52.52,13.4049,37,1771.5908,335.5724,20.3462,315.2262,181.4082,991.1619,449.3829,541.7789,2170.9766,0.967
2005-01-04,Berlino,52.52,13.4049,37,1789.6156,152.0917,0.0091,152.0826,0.1184,954.1191,447.1051,507.014,2190.4741,0.9667
2005-01-05,Berlino,52.52,13.4049,37,1808.9702,586.1679,75.3451,510.8228,433.165,1056.5194,622.7418,433.7776,3050.8948,0.9663
2005-01-06,Berlino,52.52,13.4049,37,1829.7072,440.3242,61.9929,378.3313,387.1405,1092.309,647.0031,445.3059,3132.2976,0.9653
2005-01-07,Berlino,52.52,13.4049,37,1851.7462,200.2262,7.7783,192.4479,93.5873,1000.7446,510.1094,490.6352,2429.4998,0.9649
2005-01-08,Berlino,52.52,13.4049,37,1875.136,803.6894,338.9622,464.7272,1685.6161,1114.5986,732.6386,381.96,3583.533,0.9694
2005-01-09,Berlino,52.52,13.4049,37,1899.8705,579.4215,189.7428,389.6788,1041.5483,1082.0656,584.6331,497.4326,2776.7522,0.9691
2005-01-10,Berlino,52.52,13.4049,37,1925.9429,816.3364,234.0097,582.3267,1145.3921,1084.3909,668.4044,415.9865,3181.9985,0.942
2005-01-11,Berlino,52.52,13.4049,37,1953.3702,567.99954,166.49718,401.50238,870.6568599999999,1086.33,628.4522,457.8778,2947.7908,0
2005-01-12,Berlino,52.52,13.4049,37,1982.0917,593.534608,187.398036,406.136596,967.360132,1085.7017,582.3925,503.3092,2684.4104,0
2005-01-13,Berlino,52.52,13.4049,37,2012.1974,462.6759,6.5697,456.1062,54.6173,1152.0951,597.8857,554.2095,2693.1658,0.8771
2005-01-14,Berlino,52.52,13.4049,37,2043.6039,486.7827,35.4427,451.34,130.9284,1210.7853,655.0488,555.7365,2918.5476,0.9701
2005-01-15,Berlino,52.52,13.4049,37,2076.3723,123.3608,0,123.3608,0,1283.4637,873.5678,409.896,3986.1624,0.9691
2005-01-16,Berlino,52.52,13.4049,37,2110.4607,1315.4005,914.9851,400.4153,4013.7458,1351.3671,980.1545,371.2126,4465.0596,0.9684
2005-01-17,Berlino,52.52,13.4049,37,2145.8459,394.892,12.3938,382.4981,47.0755,1207.7334,687.6313,520.1022,3001.9199,0.9674
2005-01-18,Berlino,52.52,13.4049,37,2182.5818,660.412,43.5808,616.8313,220.3456,1290.6895,843.618,447.0715,3665.9946,0.9559
2005-01-19,Berlino,52.52,13.4049,37,2220.6272,411.6503,15.3551,396.2952,84.5373,1244.5756,542.6247,701.9509,2267.8586,0.9705
2005-01-20,Berlino,52.52,13.4049,37,2259.9773,354.7195,2.6909,352.0286,9.5748,1140.749,223.171,917.578,877.2643,0.9747
2005-01-21,Berlino,52.52,13.4049,37,2300.6067,502.7651,31.4801,471.285,181.2979,1445.6627,929.0245,516.6382,3872.3838,0.974
2005-01-22,Berlino,52.52,13.4049,37,2342.5896,748.5421,74.1298,674.4122,321.9601,1531.1764,1152.3468,378.8296,4918.2417,0.9726
2005-01-23,Berlino,52.52,13.4049,37,2385.8406,820.7161,207.9927,612.7234,846.6158,1547.7095,1105.6516,442.0579,4570.6191,0.9719
2005-01-24,Berlino,52.52,13.4049,37,2430.3691,613.1985,137.1637,476.0348,673.4341,1584.0475,1175.3099,408.7375,4923.9048,0.9705
2005-01-25,Berlino,52.52,13.4049,37,2476.1965,383.0667,53.6785,329.3882,327.7943,1552.3669,1064.894,487.4729,4337.4209,0.9691
2005-01-26,Berlino,52.52,13.4049,37,2523.2476,618.9222,257.2137,361.7085,935.4849,1667.252,1229.4165,437.8354,5000.2827,0.9684
2005-01-27,Berlino,52.52,13.4049,37,2571.5815,379.3528,0.213,379.1398,0.6652,1678.9916,1241.8241,437.1674,4966.4619,0.9726
2005-01-28,Berlino,52.52,13.4049,37,2621.2012,345.2787,44.2453,301.0334,195.116,1732.3256,1286.8527,445.4729,5087.0063,0.9764
2005-01-29,Berlino,52.52,13.4049,37,2672.0247,251.2918,15.0433,236.2485,121.9437,1806.665,1391.8545,414.8105,5468.187,0.9757
2005-01-30,Berlino,52.52,13.4049,37,2724.114,274.0648,0.0066,274.0581,0.024,1655.0087,1048.0259,606.9828,3928.6882,0.974
2005-01-31,Berlino,52.52,13.4049,37,2777.4116,283.547,11.5964,271.9506,85.265,1731.5175,1041.7334,689.7841,3851.886,0.9726
2005-02-01,Berlino,52.52,13.4049,37,2831.8962,1469.829,764.7249,705.1041,2770.9585,1858.6749,1245.4996,613.1754,4569.6851,0.9663
2005-02-02,Berlino,52.52,13.4049,37,2887.5974,480.1172,56.2853,423.8319,302.5203,1900.632,1416.2834,484.3485,5233.6992,0.9701
2005-02-03,Berlino,52.52,13.4049,37,2944.4751,1071.0811,188.7645,882.3165,833.2028,2017.1405,1603.4318,413.7087,5958.4375,0.9688
2005-02-04,Berlino,52.52,13.4049,37,3002.4932,436.4947,0.0411,436.4536,0.1761,1994.8917,1535.4994,459.3923,5617.0654,0.9729
2005-02-05,Berlino,52.52,13.4049,37,3061.6846,1846.0973,1182.9199,663.1774,4199.5835,2084.1167,1590.7177,493.399,5715.3306,0.9767
2005-02-06,Berlino,52.52,13.4049,37,3121.9773,1935.8667,1311.6046,624.262,4528.2031,2093.1011,1576.7693,516.3319,5564.7485,0.9757
2005-02-07,Berlino,52.52,13.4049,37,3183.4102,2184.9119,1609.2928,575.619,5396.4463,2225.531,1681.2253,544.3055,5830.9194,0.9743
2005-02-08,Berlino,52.52,13.4049,37,3245.9099,2008.3157,1296.7365,711.5792,4355.0127,2009.9904,1299.0195,710.9709,4371.8667,0.9733
2005-02-09,Berlino,52.52,13.4049,37,3309.5171,1895.818,1125.0818,770.7362,3466.7949,1985.9163,1221.1038,764.8126,3962.9207,0.9719
2005-02-10,Berlino,52.52,13.4049,37,3374.1775,436.1708,0.856,435.3148,3.6612,1965.4205,1059.7063,905.7142,3447.8992,0.9705
2005-02-11,Berlino,52.52,13.4049,37,3439.8706,1811.3336,786.554,1024.7797,2557.5217,2270.7739,1496.2159,774.5578,4826.1313,0.9743
2005-02-12,Berlino,52.52,13.4049,37,3506.5757,318.8693,0.3258,318.5434,1.5182,2146.2253,1398.7759,747.4495,4555.7842,0.9781
2005-02-13,Berlino,52.52,13.4049,37,3574.271,487.6685,2.1007,485.5678,9.1074,2381.929,1652.9655,728.9634,5319.7925,0.9767
2005-02-14,Berlino,52.52,13.4049,37,3642.9343,837.723,350.5427,487.1803,1383.3721,2489.6475,1970.2231,519.4243,6341.9839,0.9753
2005-02-15,Berlino,52.52,13.4049,37,3712.5435,390.5376,30.5764,359.9612,272.7705,2482.0979,1868.0193,614.0786,5826.021,0.974
2005-02-16,Berlino,52.52,13.4049,37,3783.075,743.8344,37.2315,706.6028,253.6874,2486.7617,1777.605,709.1567,5438.4473,0.9726
2005-02-17,Berlino,52.52,13.4049,37,3854.5056,671.0395,3.723,667.3165,10.2712,2567.1379,1877.3552,689.7827,5704.042,0.9712
2005-02-18,Berlino,52.52,13.4049,37,3926.8123,1946.4634,1236.6826,709.7807,3547.7686,2695.7329,2058.1592,637.5738,6229.1753,0.975
2005-02-19,Berlino,52.52,13.4049,37,3999.9707,553.8336,16.4034,537.4302,102.6469,2649.3369,1893.8478,755.4891,5596.2798,0.9788
2005-02-20,Berlino,52.52,13.4049,37,4073.9329,1219.7445,35.7722,1183.9723,168.2345,2696.0032,1845.8374,850.1658,5338.3867,0.9778
2005-02-21,Berlino,52.52,13.4049,37,4148.729,1434.5721,219.469,1215.1033,514.8169,2713.8696,1907.3184,806.5513,5467.6821,0.9764
2005-02-22,Berlino,52.52,13.4049,37,4224.3423,1300.8834,272.6026,1028.2808,933.5399,2788.3445,1966.6385,821.706,5551.0396,0.9747
2005-02-23,Berlino,52.52,13.4049,37,4300.6831,689.1901,2.2999,686.8903,9.1566,2949.9211,2335.6333,614.2879,6615.4663,0.9733
2005-02-24,Berlino,52.52,13.4049,37,4377.7554,1607.6506,338.3818,1269.2689,964.9835,2896.1108,2047.7786,848.3322,5693.1392,0.9615
2005-02-25,Berlino,52.52,13.4049,37,4455.5342,483.9731,9e-4,483.9722,0.002,3055.1489,2356.6724,698.4767,6585.0796,0.9757
2005-02-26,Berlino,52.52,13.4049,37,4533.9941,610.6006,1.8573,608.7433,18.7308,3116.3994,2351.0317,765.3677,6524.7227,0.9743
2005-02-27,Berlino,52.52,13.4049,37,4613.1421,2120.5598,1420.6233,699.9365,4026.0137,3417.7021,2833.7485,583.9536,7900.1489,0.9677
2005-02-28,Berlino,52.52,13.4049,37,4692.874,2216.5867,1658.9316,557.655,4286.1104,3471.8413,2904.8586,566.9826,8010.5083,0.9715
2005-03-01,Berlino,52.52,13.4049,37,4773.2451,2683.2407,1440.568,1242.6729,3821.5457,3390.6819,2647.5198,743.1621,7102.1055,0.9701
2005-03-02,Berlino,52.52,13.4049,37,4854.1938,2160.3533,1097.5419,1062.8114,2366.2952,3285.0642,2401.73,883.3342,6276.7949,0.9688
2005-03-03,Berlino,52.52,13.4049,37,4935.6929,1462.0728,355.4462,1106.6266,799.217,3375.0459,2537.8704,837.1754,6570.8867,0.9726
2005-03-04,Berlino,52.52,13.4049,37,5017.7603,2314.9294,1510.3505,804.5789,3450.2703,3483.918,2642.8579,841.06,6794.5166,0.976
2005-03-05,Berlino,52.52,13.4049,37,5100.3013,3316.0764,2163.2139,1152.8624,5382.4868,3326.875,2180.9673,1145.9077,5416.4448,0.9802
2005-03-06,Berlino,52.52,13.4049,37,5183.2998,1797.885,687.2668,1110.6182,2048.4419,3581.0559,2664.9771,916.0789,6641.1069,0.9785
2005-03-07,Berlino,52.52,13.4049,37,5266.752,1237.9115,99.9561,1137.9554,595.6182,3727.1394,2942.1997,784.9398,7319.644,0.9771
2005-03-08,Berlino,52.52,13.4049,37,5350.624,2124.5344,1058.9614,1065.573,2032.9385,3786.6069,3005.9719,780.635,7431.3389,0.9757
2005-03-09,Berlino,52.52,13.4049,37,5434.875,1254.788,110.4361,1144.3518,400.2371,3881.8411,3085.9797,795.8615,7659.9624,0.9743
2005-03-10,Berlino,52.52,13.4049,37,5519.5078,3801.1843,2779.1055,1022.0788,6953.0791,4101.5918,3454.1897,647.4022,8542.4795,0.9726
2005-03-11,Berlino,52.52,13.4049,37,5604.4463,497.5392,0.0408,497.4984,0.2067,3770.4307,2623.8528,1146.5779,6252.6426,0.9764
2005-03-12,Berlino,52.52,13.4049,37,5689.6499,1101.135,9.1894,1091.9457,30.7475,3951.6489,2504.187,1447.4618,5736.291,0.9809
2005-03-13,Berlino,52.52,13.4049,37,5775.1812,2702.1135,1178.2386,1523.875,3011.3962,4192.3721,3423.5054,768.8665,8117.9712,0.9788
2005-03-14,Berlino,52.52,13.4049,37,5860.9312,2726.1255,1390.499,1335.6265,3106.3853,4089.6047,3030.2498,1059.3549,6963.0947,0.967
2005-03-15,Berlino,52.52,13.4049,37,5946.8818,1513.3857,223.1099,1290.2758,461.3961,3964.0715,2693.9858,1270.0856,6029.8652,0.9344
2005-03-16,Berlino,52.52,13.4049,37,6033.0371,1717.3125,90.1465,1627.1659,255.9493,3844.4983,2242.2263,1602.2719,4853.6948,0.9691
2005-03-17,Berlino,52.52,13.4049,37,6119.3027,1165.073,57.9232,1107.1498,104.451,3992.4631,2407.9834,1584.4797,5142.5586,0.9733
2005-03-18,Berlino,52.52,13.4049,37,6205.7168,527.0206,8.3583,518.6622,73.0924,3978.561,2287.8218,1690.7393,5015.4722,0.9462
2005-03-19,Berlino,52.52,13.4049,37,6292.2534,2527.2148,760.8683,1766.3466,2272.6023,4639.6304,3831.3975,808.233,8651.5537,0.9806
2005-03-20,Berlino,52.52,13.4049,37,6378.835,4611.5469,3632.6138,978.9329,8049.4175,4619.5718,3643.416,976.156,8113.0654,0.9792
2005-03-21,Berlino,52.52,13.4049,37,6465.4238,4712.938,3876.0542,836.8837,8348.4727,4776.1646,3959.1963,816.9681,8838.7344,0.9729
2005-03-22,Berlino,52.52,13.4049,37,6552.0977,4513.8647,3227.6323,1286.2323,6820.3989,4820.6646,3948.4404,872.2241,8695.2822,0.966
2005-03-23,Berlino,52.52,13.4049,37,6638.7329,1738.3728,178.4529,1559.9199,383.4615,3995.1418,2129.594,1865.548,4398.1333,0.975
2005-03-24,Berlino,52.52,13.4049,37,6725.3223,2985.3281,1283.1646,1702.1636,2323.2781,4389.4287,2738.8237,1650.6052,5599.6084,0.974
2005-03-25,Berlino,52.52,13.4049,37,6811.8584,3335.5503,1198.105,2137.4453,2200.6045,4244.1738,2438.5559,1805.6182,4856.1743,0.9722
2005-03-26,Berlino,52.52,13.4049,37,6898.3164,771.9664,0.5314,771.4351,1.0153,3506.7837,1172.0227,2334.761,2287.9006,0.976
2005-03-27,Berlino,52.52,13.4049,37,6984.6528,1471.6112,25.3872,1446.224,77.2764,4183.0522,2104.7476,2078.3047,4128.2612,0.9799
2005-03-28,Berlino,52.52,13.4049,37,7070.8901,4865.8887,3640.2178,1225.671,7321.2886,4995.7212,3837.5068,1158.2142,7843.8652,0.9729
2005-03-29,Berlino,52.52,13.4049,37,7156.9053,4793.0664,3259.3557,1533.7104,6294.6001,4848.9971,3345.3142,1503.683,6721.1938,0.9771
2005-03-30,Berlino,52.52,13.4049,37,7242.7656,5261.0908,4234.7275,1026.3634,8588.6943,5278.4082,4258.0322,1020.3759,8701.2715,0.9757
2005-03-31,Berlino,52.52,13.4049,37,7328.4531,5325.6504,4260.5615,1065.0889,8600.0381,5335.6304,4276.3809,1059.2496,8744.9434,0.9688
2005-04-01,Berlino,52.52,13.4049,37,7413.8667,5566.1855,4656.0854,910.0999,9392.2285,5585.7803,4689.0527,896.7274,9648.4971,0.9726
2005-04-02,Berlino,52.52,13.4049,37,7498.9868,5613.9258,4613.2627,1000.6631,9322.5605,5620.2354,4625.021,995.2141,9399.4912,0.9767
2005-04-03,Berlino,52.52,13.4049,37,7583.8965,5285.3521,3656.355,1628.9973,7478.9463,5724.3823,4779.8848,944.4976,9647.9902,0.9802
2005-04-04,Berlino,52.52,13.4049,37,7668.4688,5008.9111,2973.5059,2035.4052,6068.7886,5670.4268,4664.0718,1006.3545,9261.0703,0.9788
2005-04-05,Berlino,52.52,13.4049,37,7752.6826,1709.5629,95.3675,1614.1953,448.8788,5074.8047,3239.8491,1834.9556,6245.0264,0.9774
2005-04-06,Berlino,52.52,13.4049,37,7836.5469,4293.5146,1831.3368,2462.178,3683.5254,5319.9834,3708.0537,1611.9296,7023.7891,0.976
2005-04-07,Berlino,52.52,13.4049,37,7920.0239,1823.735,490.6035,1333.1315,1264.4677,5358.563,3751.7581,1606.8048,7156.7729,0.959
2005-04-08,Berlino,52.52,13.4049,37,8003.0781,3243.7932,1175.2917,2068.5015,2837.7942,5712.271,4535.6826,1176.5883,8744.8691,0.9733
2005-04-09,Berlino,52.52,13.4049,37,8085.7173,3580.5444,897.7562,2682.7883,1660.9194,5798.147,4423.5371,1374.6101,8356.7881,0.9715
