date,place,lat,lon,alt,TOA,GHI,BHI,DHI,BNI,clearsky_GHI,clearsky_BHI,clearsky_DHI,clearsky_BNI,reliability
2005-01-01,Parigi,48.8647,2.349,48,2331.9851,741.1383,89.6549,651.4834,508.0411,1372.0161,860.5422,511.4739,3511.7593,0.9764
2005-01-02,Parigi,48.8647,2.349,48,2348.1365,1161.7434,425.0502,736.6932,1671.4463,1449.3558,859.8931,589.4628,3449.8325,0.9708
2005-01-03,Parigi,48.8647,2.349,48,2365.6663,1015.3788,303.6669,711.7119,1223.2161,1383.7231,772.7539,610.9692,3083.6729,0.9757
2005-01-04,Parigi,48.8647,2.349,48,2384.5698,1008.3375,424.5132,583.8242,1617.8678,1535.5519,1127.835,407.7169,4636.9097,0.9753
2005-01-05,Parigi,48.8647,2.349,48,2404.8843,450.4791,14.7878,435.6913,63.9039,1351.1656,696.5737,654.592,2725.5261,0.975
2005-01-06,Parigi,48.8647,2.349,48,2426.5432,729.0082,54.8701,674.1381,302.4747,1384.0952,679.5302,704.5651,2652.2805,0.9743
2005-01-07,Parigi,48.8647,2.349,48,2449.593,231.379,0.0121,231.3668,0.0403,1477.907,942.3181,535.5889,3738.2183,0.9736
2005-01-08,Parigi,48.8647,2.349,48,2474.0212,638.0195,33.0797,604.9399,178.8335,1439.9724,732.2711,707.7014,2883.2478,0.9729
2005-01-09,Parigi,48.8647,2.349,48,2499.7859,1187.3192,394.2954,793.0238,1428.6145,1388.1299,672.6157,715.5141,2544.0305,0.9726
2005-01-10,Parigi,48.8647,2.349,48,2526.9246,1488.3116,953.5483,534.7633,3788.3452,1614.1405,1168.5366,445.6039,4606.0908,0.9198
2005-01-11,Parigi,48.8647,2.349,48,2555.4307,854.8075,287.16112,567.64638,1139.66164,1520.2865,938.0502,582.2363,3578.6399,0
2005-01-12,Parigi,48.8647,2.349,48,2585.2808,879.96736,333.619324,546.348036,1307.099028,1526.7434,813.4537,713.2897,3026.9597,0
2005-01-13,Parigi,48.8647,2.349,48,2616.4419,1507.0333,914.8181,592.2153,3245.9058,1616.7593,1023.2831,593.4761,3860.793,0.8868
2005-01-14,Parigi,48.8647,2.349,48,2649.0044,756.5443,56.9817,699.5626,373.7028,1659.8418,1112.3827000000001,547.459,4201.6689,0.9747
2005-01-15,Parigi,48.8647,2.349,48,2682.8577,1195.1085,429.2469,765.8616,1474.9155,1686.4518,1178.5931,507.8587,4427.6182,0.9736
2005-01-16,Parigi,48.8647,2.349,48,2718.0349,1545.7479,874.5673,671.1807,3201.4341,1598.5806,965.4625,633.118,3532.2327,0.9729
2005-01-17,Parigi,48.8647,2.349,48,2754.5315,288.0444,0.0837,287.9608,0.609,1583.7079,857.6475,726.0603,3099.9524,0.9774
2005-01-18,Parigi,48.8647,2.349,48,2792.356,943.3033,136.9741,806.3292,530.8388,1623.2635,634.4379,988.8257,2170.0452,0.966
2005-01-19,Parigi,48.8647,2.349,48,2831.4492,1182.1466,307.8657,874.2808,1151.2026,1691.8798,813.8676,878.0121,2834.3694,0.9757
2005-01-20,Parigi,48.8647,2.349,48,2871.855,489.9276,15.2415,474.6862,127.9763,1740.5077000000001,1047.7406,692.767,3663.2275,0.9747
2005-01-21,Parigi,48.8647,2.349,48,2913.5081,947.5045,143.6107,803.8938,602.5275,1829.355,1173.4069,655.9481,4109.7822,0.974
2005-01-22,Parigi,48.8647,2.349,48,2956.4587,954.4946,105.4126,849.0821,504.3233,1825.0872,1190.915,634.1721,4152.9634,0.9729
2005-01-23,Parigi,48.8647,2.349,48,3000.6287,1630.2565,831.1857,799.0707,2964.4832,1977.5023,1409.2843,568.218,4948.4443,0.9722
2005-01-24,Parigi,48.8647,2.349,48,3046.0818,1305.3264,353.9191,951.4073,1268.7446,2005.1075,1329.0493,676.0582,4537.1265,0.9712
2005-01-25,Parigi,48.8647,2.349,48,3092.7566,1487.9365,665.1257,822.8109,2271.4231,2082.8108,1548.8318,533.979,5342.9736,0.9753
2005-01-26,Parigi,48.8647,2.349,48,3140.626,1762.5179,1015.7013,746.8166,3141.1494,2141.9204,1654.0061,487.9143,5705.8511,0.9747
2005-01-27,Parigi,48.8647,2.349,48,3189.7603,1134.3684,141.4562,992.9122,741.4937,2054.4216,1457.1249,597.2968,4877.7988,0.9785
2005-01-28,Parigi,48.8647,2.349,48,3240.0586,287.5913,0.3842,287.2071,1.0034,2009.6064,1162.1627,847.4436,3733.5662,0.9778
2005-01-29,Parigi,48.8647,2.349,48,3291.5166,913.4223,193.4345,719.9878,833.7783,2126.5012,1509.5748,616.9263,4952.7324,0.9767
2005-01-30,Parigi,48.8647,2.349,48,3344.157,425.1188,2.2801,422.8387,5.7442,2048.3667,1274.0579,774.3089,4063.6372,0.9757
2005-01-31,Parigi,48.8647,2.349,48,3397.9482,497.5435,0.2986,497.2449,0.7502,2103.9968,1337.3162,766.6807,4215.3179,0.9747
2005-02-01,Parigi,48.8647,2.349,48,3452.8843,1321.6542,307.8051,1013.8491,1271.9874,2268.6414,1515.4645,753.1769,4799.0342,0.9684
2005-02-02,Parigi,48.8647,2.349,48,3508.9514,455.9492,0.89,455.0592,2.2326,2269.2502,1581.58,687.6703,4987.9263,0.9722
2005-02-03,Parigi,48.8647,2.349,48,3566.0718,763.878,8.8293,755.0488,22.6017,2349.5078,1696.1937,653.3141,5300.3975,0.9767
2005-02-04,Parigi,48.8647,2.349,48,3624.2969,1092.0984,218.9666,873.1318,737.395,2312.7957,1566.5205,746.2752,4808.4624,0.976
2005-02-05,Parigi,48.8647,2.349,48,3683.6179,654.3643,20.1423,634.222,68.0008,2354.7754,1578.506,776.2694,4789.0747,0.9795
2005-02-06,Parigi,48.8647,2.349,48,3743.9031,1264.2889,240.6412,1023.6477,779.8354,2283.4822,1397.8994,885.5829,4133.6733,0.9788
2005-02-07,Parigi,48.8647,2.349,48,3805.2939,2142.3669,1176.3158,966.0511,3285.7708,2264.0559,1316.3162,947.7397,3800.1384,0.9774
2005-02-08,Parigi,48.8647,2.349,48,3867.6665,1845.7837,652.0956,1193.6881,1899.1023,2405.3242,1548.3029,857.0214,4474.2163,0.976
2005-02-09,Parigi,48.8647,2.349,48,3930.9883,1853.101,624.7571,1228.3439,1677.3746,2496.5764,1687.8091,808.7673,4861.0938,0.975
2005-02-10,Parigi,48.8647,2.349,48,3995.2732,750.3735,5.9247,744.4488,20.7416,2551.0781,1722.4266,828.6515,4935.585,0.974
2005-02-11,Parigi,48.8647,2.349,48,4060.4768,702.9082,83.3432,619.565,241.6876,2547.6072,1703.9214,843.6859,4771.5762,0.9733
2005-02-12,Parigi,48.8647,2.349,48,4126.625,696.9503,5.8249,691.1255,37.9719,2664.5825,1753.4916,911.091,4844.6836,0.9767
2005-02-13,Parigi,48.8647,2.349,48,4193.6313,746.3625,76.5864,669.7762,331.8632,2779.8933,1639.5243,1140.3689,4529.7393,0.9757
2005-02-14,Parigi,48.8647,2.349,48,4261.519,801.1719,108.2748,692.8972,370.1291,2854.3262,1763.8403,1090.4857,4769.6411,0.9795
