date,place,lat,lon,alt,TOA,GHI,BHI,DHI,BNI,clearsky_GHI,clearsky_BHI,clearsky_DHI,clearsky_BNI,reliability
2005-01-01,Milano,45.4647,9.1885,127,2900.3718,1831.2708,1253.8582,577.4125,4421.4375,1891.0507,1342.6646,548.386,4752.3931,0.9771
2005-01-02,Milano,45.4647,9.1885,127,2916.8657,1804.2539,1196.4142,607.8397,4205.1309,1880.0806,1300.3439,579.7367,4560.5454,0.9719
2005-01-03,Milano,45.4647,9.1885,127,2934.8179,2046.4189,1625.2394,421.1796,5837.1846,2061.1465,1650.1149,411.0317,5963.2661,0.9764
2005-01-04,Milano,45.4647,9.1885,127,2954.1331,1964.8651,1469.8412,495.0239,5187.4253,2005.0814,1532.0409,473.0405,5442.4858,0.976
2005-01-05,Milano,45.4647,9.1885,127,2974.8398,1472.073,495.0609,977.0121,1875.7905,1934.4763,1334.093,600.3833,4641.7031,0.9757
2005-01-06,Milano,45.4647,9.1885,127,2996.9612,1878.4884,1257.8497,620.6387,4312.4761,1931.7672,1334.1515,597.6157,4584.1167,0.975
2005-01-07,Milano,45.4647,9.1885,127,3020.4341,1381.3921,445.0752,936.3169,1525.7858,1846.0071,1103.6537,742.3535,3731.6843,0.975
2005-01-08,Milano,45.4647,9.1885,127,3045.2766,1030.0198,250.8312,779.1886,1024.1522,1810.3058,1004.8177,805.4881,3339.2476,0.9743
2005-01-09,Milano,45.4647,9.1885,127,3071.5237,622.8568,45.3001,577.5567,257.1804,1841.9249,1042.6837,799.2412,3447.1116,0.9736
2005-01-10,Milano,45.4647,9.1885,127,3099.0977,751.8759,27.0969,724.779,95.3833,1870.7831,1090.4048,780.3784,3587.198,0.9264
2005-01-11,Milano,45.4647,9.1885,127,3128.0122,1132.9266,405.23062,727.69598,1442.99556,1964.6147,1246.75,717.8648,4138.4941,0
2005-01-12,Milano,45.4647,9.1885,127,3158.3425,983.81424,234.706804,749.107436,869.099452,1980.121,1258.2805,721.8405,4163.2773,0
2005-01-13,Milano,45.4647,9.1885,127,3189.9443,1896.0591,1080.1891,815.8699,3458.6973,1908.0995,1094.0471,814.0523,3533.761,0.8726
2005-01-14,Milano,45.4647,9.1885,127,3222.9065,968.8546,119.8486,849.006,459.514,2001.8885,1233.9126,767.976,4001.8804,0.976
2005-01-15,Milano,45.4647,9.1885,127,3257.1348,733.327,36.1125,697.2146,283.6013,1984.1154,1174.2356,809.8798,3731.5369,0.9809
2005-01-16,Milano,45.4647,9.1885,127,3292.7451,693.4552,51.3179,642.1373,370.4102,2182.2935,1531.7091,650.5843,4957.3032,0.9802
2005-01-17,Milano,45.4647,9.1885,127,3329.6118,592.7473,1.3129,591.4343,3.4692,2201.7131,1552.5428,649.1701,4988.5,0.9792
2005-01-18,Milano,45.4647,9.1885,127,3367.7175,170.4161,0,170.4161,0,1880.4462,872.9263,1007.52,2674.2568,0.9684
2005-01-19,Milano,45.4647,9.1885,127,3407.1648,2179.8826,1477.6066,702.276,4763.4937,2351.7778,1784.1278,567.65,5728.3857,0.9778
2005-01-20,Milano,45.4647,9.1885,127,3447.8347,2101.7961,1378.1744,723.6217,4370.3247,2311.8889,1729.7842,582.1046,5491.9946,0.9771
