date,place,lat,lon,alt,TOA,GHI,BHI,DHI,BNI,clearsky_GHI,clearsky_BHI,clearsky_DHI,clearsky_BNI,reliability
2005-01-01,Bologna,44.4949,11.3426,71,3064.5957,2119.0925,1714.4049,404.6876,6002.8848,2121.7434,1715.8947,405.8486,6008.606,0.9799
2005-01-02,Bologna,44.4949,11.3426,71,3081.179,1989.4553,1431.1393,558.316,4637.7778,2034.2498,1477.177,557.0728,5034.9502,0.9747
2005-01-03,Bologna,44.4949,11.3426,71,3099.1616,1916.3198,1215.0391,701.2808,3986.2766,1933.7488,1235.3842,698.3646,4133.3657,0.9792
2005-01-04,Bologna,44.4949,11.3426,71,3118.5381,2046.5978,1467.2551,579.3427,5157.6919,2123.76,1646.2366,477.5235,5639.437,0.9788
2005-01-05,Bologna,44.4949,11.3426,71,3139.3069,1975.9948,1297.7616,678.2331,4423.9121,2097.8896,1541.5768,556.3129,5195.9399,0.9785
2005-01-06,Bologna,44.4949,11.3426,71,3161.4592,1971.9944,1279.9258,692.0685,4200.1392,1991.7963,1306.772,685.0243,4284.1846,0.9781
2005-01-07,Bologna,44.4949,11.3426,71,3184.988,1858.9481,1067.5841,791.364,3486.4265,1949.2809,1190.2878,758.993,3851.6685,0.9778
2005-01-08,Bologna,44.4949,11.3426,71,3209.9519,1942.0416,1239.1088,702.9329,3970.1543,2094.9492,1469.7896,625.1597,4824.356,0.9767
2005-01-09,Bologna,44.4949,11.3426,71,3236.2314,1562.562,501.8141,1060.7479,1531.0022,2028.1659,1307.7599,720.406,4236.3379,0.9764
2005-01-10,Bologna,44.4949,11.3426,71,3263.8623,1566.1238,828.4235,737.7004,2496.3618,1977.7645,1176.8192,800.9453,3732.0923,0.9292
2005-01-11,Bologna,44.4949,11.3426,71,3292.8325,1780.33398,983.37126,796.96274,3136.8168,2128.6204,1461.3246,667.2958,4710.6235,0
2005-01-12,Bologna,44.4949,11.3426,71,3323.1836,1742.001896,924.060352,817.941588,2924.15232,2065.7563,1297.4207,768.3356,4105.4878,0
2005-01-13,Bologna,44.4949,11.3426,71,3354.8201,2087.0115,1296.9493,790.0622,4105.2612,2088.9358,1298.7397,790.1959,4115.3462,0.8705
2005-01-14,Bologna,44.4949,11.3426,71,3387.8511,1337.7563,233.2916,1104.4647,655.2728,2156.5583,1429.076,727.4824,4489.2139,0.9736
2005-01-15,Bologna,44.4949,11.3426,71,3422.1211,618.7704,3.5926,615.1778,8.7834,2285.8545,1639.1277,646.7267,5190.4565,0.9733
2005-01-16,Bologna,44.4949,11.3426,71,3457.72,495.9576,0.5971,495.3606,1.5497,2305.0461,1670.1017,634.9444,5252.9448,0.9726
2005-01-17,Bologna,44.4949,11.3426,71,3494.5867,2117.5774,1332.9357,784.6416,4403.6396,2424.6108,1869.3069,555.3039,5899.7124,0.9719
2005-01-18,Bologna,44.4949,11.3426,71,3532.7498,1382.1719,532.6721,849.4998,1631.5546,2211.1418,1398.2444,812.8973,4272.5737,0.9712
2005-01-19,Bologna,44.4949,11.3426,71,3572.1592,1789.1873,1016.824,772.3633,2750.3994,2296.6362,1551.7295,744.9067,4712.667,0.9809
2005-01-20,Bologna,44.4949,11.3426,71,3612.8003,2193.4766,1500.376,693.1006,4829.4932,2494.2908,1968.094,526.1966,6084.6411,0.9802
2005-01-21,Bologna,44.4949,11.3426,71,3654.6875,2320.6384,1655.912,664.7263,5083.1382,2499.8848,1979.1982,520.6866,6088.5737,0.9795
2005-01-22,Bologna,44.4949,11.3426,71,3697.7883,1493.288,522.0029,971.28510000000006,1882.2969,2356.967,1564.6569,792.3102,4640.0088,0.9788
2005-01-23,Bologna,44.4949,11.3426,71,3742.1113,1079.2186,222.7612,856.4575,747.5436,2567.3086,2005.7139,561.5948,6056.5312,0.9778
2005-01-24,Bologna,44.4949,11.3426,71,3787.6011,2346.698,1409.8446,936.8533,4352.5615,2598.1606,1965.5894,632.5714,5835.6357,0.9771
2005-01-25,Bologna,44.4949,11.3426,71,3834.2507,1125.5225,69.3328,1056.1896,267.2112,2688.1213,2115.2244,572.897,6288.7236,0.9712
2005-01-26,Bologna,44.4949,11.3426,71,3882.0859,1626.9055,358.5682,1268.3374,1247.1433,2695.6572,2114.3499,581.3076,6237.4019,0.9753
2005-01-27,Bologna,44.4949,11.3426,71,3931.0322,2065.5044,752.9193,1312.5852,2579.3896,2712.7214,2077.1829,635.5386,6026.7837,0.9747
2005-01-28,Bologna,44.4949,11.3426,71,3981.0884,1926.2937,956.932,969.3618,2535.6038,2583.7729,1703.6107,880.1621,4812.9165,0.974
2005-01-29,Bologna,44.4949,11.3426,71,4032.292,1197.7577000000001,241.9464,955.8113,1074.924,2777.8645,2085.0056,692.8586,5932.4365,0.9733
2005-01-30,Bologna,44.4949,11.3426,71,4084.5398,2928.4775,2312.1514,616.326,6605.3105,2928.4775,2312.1514,616.326,6605.3105,0.9826
2005-01-31,Bologna,44.4949,11.3426,71,4137.8857,2856.365,2162.5549,693.8101,6089.1338,2893.9966,2232.0029,661.9938,6279.4868,0.9816
2005-02-01,Bologna,44.4949,11.3426,71,4192.2471,2545.5364,1571.1223,974.4142,4024.626,2756.7825,1891.0092,865.7732,5179.7505,0.9757
2005-02-02,Bologna,44.4949,11.3426,71,4247.6553,2941.981,2226.4143,715.5667,6229.6069,2988.3352,2321.229,667.1063,6449.3149,0.9799
2005-02-03,Bologna,44.4949,11.3426,71,4304.0503,2926.6787,2135.3193,791.3593,5891.7412,3004.8857,2318.2134,686.6724,6341.3906,0.9792
2005-02-04,Bologna,44.4949,11.3426,71,4361.4556,2659.5825,1657.2622,1002.3202,4792.7173,3101.6934,2464.8472,636.8461,6720.5542,0.9781
2005-02-05,Bologna,44.4949,11.3426,71,4419.8276,2826.1382,1859.8098,966.3285,4795.8037,3197.3335,2593.7263,603.6071,7056.5859,0.9771
2005-02-06,Bologna,44.4949,11.3426,71,4479.0962,3129.6282,2370.3289,759.2992,6248.9307,3148.1465,2397.949,750.1974,6377.3804,0.9767
2005-02-07,Bologna,44.4949,11.3426,71,4539.3408,3004.1179,2105.0798,899.038,5287.2456,3155.8682,2344.1995,811.6687,6139.6187,0.975
2005-02-08,Bologna,44.4949,11.3426,71,4600.4268,3023.7488,2047.3186,976.4301,5168.4814,3176.3909,2366.0989,810.2921,6143.9199,0.9743
2005-02-09,Bologna,44.4949,11.3426,71,4662.3926,3238.7231,2395.0813,843.642,6158.9082,3243.5662,2398.9329,844.6332,6170.2373,0.9733
2005-02-10,Bologna,44.4949,11.3426,71,4725.2134,3449.7664,2798.1475,651.6188,7276.8325,3449.7664,2798.1475,651.6188,7276.8325,0.9826
2005-02-11,Bologna,44.4949,11.3426,71,4788.8125,2377.8086,936.3393,1441.4694,2012.1276,3191.4846,2226.3472,965.1375,5526.8999,0.9819
2005-02-12,Bologna,44.4949,11.3426,71,4853.23,2950.6169,1701.7573,1248.8597,3947.4216,3130.0205,2013.6086,1116.4117,4904.3848,0.9809
2005-02-13,Bologna,44.4949,11.3426,71,4918.4229,3474.2668,2723.9651,750.3018,6512.9209,3520.0337,2777.1162,742.9175,6884.3691,0.9799
2005-02-14,Bologna,44.4949,11.3426,71,4984.3389,3195.1418,2008.6866,1186.4552,4896.4185,3408.0017,2417.3323,990.6695,5968.8496,0.9788
2005-02-15,Bologna,44.4949,11.3426,71,5050.9844,3471.0183,2483.2209,987.7972,6345.6572,3685.4998,2986.5784,698.9213,7418.46,0.9778
2005-02-16,Bologna,44.4949,11.3426,71,5118.2622,2819.8384,1345.1693,1474.6692,3629.7012,3667.2327,2916.1743,751.0583,7149.3223,0.9771
2005-02-17,Bologna,44.4949,11.3426,71,5186.2881,1178.4894,59.0728,1119.4165,242.5296,3631.4146,2697.3176,934.0968,6492.835,0.9757
2005-02-18,Bologna,44.4949,11.3426,71,5254.8623,3361.1689,2132.677,1228.4918,5177.9556,3753.4351,2932.2163,821.2186,7027.5962,0.975
2005-02-19,Bologna,44.4949,11.3426,71,5324.124,2967.9492,1603.7285,1364.2207,4044.0654,3750.4473,2796.7671,953.6802,6593.1069,0.984
2005-02-20,Bologna,44.4949,11.3426,71,5393.9307,716.1684,91.0232,625.1452,199.3127,3577.2527,2281.2639,1295.9889,5202.3491,0.983
2005-02-21,Bologna,44.4949,11.3426,71,5464.2578,499.6509,0.3044,499.3465,3.2028,3931.8701,3136.3042,795.5659,7314.4907,0.9823
2005-02-22,Bologna,44.4949,11.3426,71,5535.1895,2464.1038,1328.6384,1135.4655,2868.1304,3836.1975,2772.8743,1063.3232,6318.9512,0.9809
2005-02-23,Bologna,44.4949,11.3426,71,5606.5483,611.8737,3.3486,608.5251,16.3517,3894.7439,2783.1206,1111.6235,6379.9932,0.9802
