# Observation period,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2008-01-18T00:00:00.0/2008-01-19T00:00:00.0,4591.9917,3155.4167,2426.4175,728.9992,6188.48,1881.0939,716.6541,1164.4398,2249.3013,0.9799
2008-01-19T00:00:00.0/2008-01-20T00:00:00.0,4629.6548,3274.4233,2708.9663,565.4568,7015.5903,3182.0444,2542.9941,639.0504,6440.9292,0.9847
2008-01-20T00:00:00.0/2008-01-21T00:00:00.0,4668.52,3304.7993,2701.1304,603.6689,6939.5356,3304.7993,2701.1304,603.6689,6939.5356,0.984
2008-01-21T00:00:00.0/2008-01-22T00:00:00.0,4708.4912,3409.8469,2889.8701,519.9768,7466.0742,3301.3267,2764.1042,537.2225,6722.4761,0.9837
2008-01-22T00:00:00.0/2008-01-23T00:00:00.0,4749.6392,3357.2249,2716.8301,640.3948,6821.1855,2430.5928,1378.9336,1051.6592,3230.0527,0.983
2008-01-23T00:00:00.0/2008-01-24T00:00:00.0,4791.8525,3397.8464,2792.134,605.7124,7081.5737,1903.366,681.6014,1221.7645,1492.6848,0.9826
2008-01-24T00:00:00.0/2008-01-25T00:00:00.0,4835.2124,3403.9226,2707.2844,696.6381,6740.2583,3148.9944,2357.2036,791.7908,5637.5864,0.9823
2008-01-25T00:00:00.0/2008-01-26T00:00:00.0,4879.6812,3511.261,2922.5571,588.7037,7338.9116,2106.9106,542.0808,1564.8298,1533.8519,0.9705
2008-01-26T00:00:00.0/2008-01-27T00:00:00.0,4925.1353,3527.8333,2939.6316,588.2016,7343.8784,3189.2776,2196.3999,992.8775,5728.0537,0.9806
2008-01-27T00:00:00.0/2008-01-28T00:00:00.0,4971.6685,3746.832,3282.9641,463.8678,8268.0146,3652.6387,3045.5757,607.063,7461.9438,0.9799
2008-01-28T00:00:00.0/2008-01-29T00:00:00.0,5019.2104,3587.366,2929.8889,657.4771,7129.5942,3575.9006,2911.2783,664.6223,7070.1406,0.9792
2008-01-29T00:00:00.0/2008-01-30T00:00:00.0,5067.7407,3758.6746,3265.2444,493.4301,8069.7466,3733.425,3219.9062,513.5189,7918.8677,0.9733
2008-01-30T00:00:00.0/2008-01-31T00:00:00.0,5117.2129,3712.2583,3128.7908,583.4677,7554.5757,3712.2583,3128.7908,583.4677,7554.5757,0.9781
2008-01-31T00:00:00.0/2008-02-01T00:00:00.0,5167.6719,3732.7642,3066.2161,666.5482,7319.6201,3564.9832,2693.1636,871.8198,6195.4365,0.9774
2008-02-01T00:00:00.0/2008-02-02T00:00:00.0,5219.0947,3762.7949,3074.0374,688.7576,7277.459,3726.9529000000002,3006.446,720.5068,7146.292,0.9764
2008-02-02T00:00:00.0/2008-02-03T00:00:00.0,5271.3872,3600.8914,2624.8823,976.009,6032.5815,3600.8914,2624.8823,976.009,6032.5815,0.9812
2008-02-03T00:00:00.0/2008-02-04T00:00:00.0,5324.5557,3700.9773,2814.1562,886.821,6448.7915,3039.4497,1494.6781,1544.7716,3407.4924,0.9854
2008-02-04T00:00:00.0/2008-02-05T00:00:00.0,5378.5762,3735.0767,2816.2014,918.8753,6414.5537,3647.7004,2675.8584,971.842,5967.7168,0.9847
2008-02-05T00:00:00.0/2008-02-06T00:00:00.0,5433.4238,4042.3765,3425.2659,617.1106,7944.9209,3045.4893,1642.1241,1403.3651,3873.5972,0.984
2008-02-06T00:00:00.0/2008-02-07T00:00:00.0,5489.0732,3965.0898,3285.9258,679.1642,7580.6475,3845.0806,3064.0159,781.0648,6906.063,0.9833
2008-02-07T00:00:00.0/2008-02-08T00:00:00.0,5545.499,4024.5989,3423.355,601.244,7896.7646,1869.9642,570.8413,1299.1229,1434.8849,0.9826
2008-02-08T00:00:00.0/2008-02-09T00:00:00.0,5602.7153,3970.5371,3123.0076,847.5294,7035.5156,1844.8699,300.5783,1544.2916,1090.183,0.9816
2008-02-09T00:00:00.0/2008-02-10T00:00:00.0,5660.623,4028.7646,3195.5464,833.2183,7098.1182,1998.0637,528.9288,1469.135,1233.2073,0.9809
2008-02-10T00:00:00.0/2008-02-11T00:00:00.0,5719.2261,4030.564,3100.4363,930.1279,6814.4048,1794.3593,284.5947,1509.7646,836.1987,0.9802
2008-02-11T00:00:00.0/2008-02-12T00:00:00.0,5778.4971,4111.0161,3231.3074,879.7086,7078.2305,3303.9338,1495.8728,1808.061,3519.7583,0.9795
2008-02-12T00:00:00.0/2008-02-13T00:00:00.0,5838.4092,4085.52,3066.9268,1018.5933,6612.564,4085.52,3066.9268,1018.5933,6612.564,0.9792
2008-02-13T00:00:00.0/2008-02-14T00:00:00.0,5898.9341,4202.0376,3287.0928,914.9449,7102.2529,4180.9326,3250.5198,930.4128,6967.6187,0.9781
2008-02-14T00:00:00.0/2008-02-15T00:00:00.0,5960.0449,4422.8291,3714.125,708.7043,8095.7583,4422.8291,3714.125,708.7043,8095.7583,0.9722
2008-02-15T00:00:00.0/2008-02-16T00:00:00.0,6021.7144,4078.499,2904.0364,1174.4626,6047.5391,812.4313,3.3007,809.1306,31.4106,0.9819
2008-02-16T00:00:00.0/2008-02-17T00:00:00.0,6083.9614,4497.0894,3651.3025,845.7869,7840.8354,3272.8257,1879.6727,1393.153,4074.6587,0.9861
2008-02-17T00:00:00.0/2008-02-18T00:00:00.0,6146.7275,4692.9126,4003.5642,689.3485,8619.3672,4206.8506,2988.2402,1218.6102,6616.561,0.9851
2008-02-18T00:00:00.0/2008-02-19T00:00:00.0,6209.9448,4628.9834,3847.0146,781.9688,8153.71,4603.397,3796.8103,806.5865,8062.2119,0.9844
2008-02-19T00:00:00.0/2008-02-20T00:00:00.0,6273.6016,4821.9722,4226.4893,595.4832,9027.6289,4821.9722,4226.4893,595.4832,9027.6289,0.9837
2008-02-20T00:00:00.0/2008-02-21T00:00:00.0,6337.7275,4177.2124,2674.9944,1502.2181,5302.4526,3093.0723,947.8074,2145.2651,1640.4713,0.9826
2008-02-21T00:00:00.0/2008-02-22T00:00:00.0,6402.2275,4208.854,2696.8057,1512.0482,5242.21,2415.4922,485.9161,1929.5762,879.3556,0.9819
2008-02-22T00:00:00.0/2008-02-23T00:00:00.0,6467.0996,4488.8369,3387.9395,1100.8977,6770.4023,1572.7274,232.3769,1340.3505,566.472,0.9816
2008-02-23T00:00:00.0/2008-02-24T00:00:00.0,6532.3169,4695.4878,3765.3669,930.1209,7624.0938,4009.1775,2470.5161,1538.6614,5211.5146,0.9806
2008-02-24T00:00:00.0/2008-02-25T00:00:00.0,6597.917,4876.0425,4148.7344,727.3083,8478.7715,4876.0425,4148.7344,727.3083,8478.7715,0.9795
2008-02-25T00:00:00.0/2008-02-26T00:00:00.0,6663.7725,4960.8896,4250.9092,709.9806,8625.9648,4892.9233,4132.5591,760.364,8035.5024,0.9788
2008-02-26T00:00:00.0/2008-02-27T00:00:00.0,6729.9365,4731.1025,3591.3948,1139.7078,7001.4009,4209.1719,2332.5225,1876.6494,4699.624,0.9726
2008-02-27T00:00:00.0/2008-02-28T00:00:00.0,6796.3286,4747.8296,3497.5098,1250.3199,6700.501,4539.9497,3088.9822,1450.9677,5805.6553,0.9823
2008-02-28T00:00:00.0/2008-02-29T00:00:00.0,6862.9351,4878.1699,3841.4697,1036.7002,7427.3608,4860.2349,3813.177,1047.0579,7358.5547,0.9868
2008-02-29T00:00:00.0/2008-03-01T00:00:00.0,6929.7837,4912.4668,3866.3396,1046.127,7445.2427,4297.0615,2804.1179,1492.9438,5009.8774,0.9858
2008-03-01T00:00:00.0/2008-03-02T00:00:00.0,6996.771,5001.2969,3893.519,1107.7775,7392.084,4721.8115,3463.3281,1258.4834,6555.5547,0.9799
2008-03-02T00:00:00.0/2008-03-03T00:00:00.0,7063.9341,5070.291,3819.6829,1250.608,7192.3833,4675.5303,3370.4744,1305.056,5948.7549,0.9788
2008-03-03T00:00:00.0/2008-03-04T00:00:00.0,7131.1982,5353.9814,4583.2432,770.7385,8880.627,5353.9814,4583.2432,770.7385,8880.627,0.9729
2008-03-04T00:00:00.0/2008-03-05T00:00:00.0,7198.5439,5302.4141,4396.9233,905.4908,8401.7295,5170.1064,4100.0752,1070.0311,7639.4829,0.967
2008-03-05T00:00:00.0/2008-03-06T00:00:00.0,7266.0117,4874.1494,3064.6448,1809.5048,5541.25,978.5399,4.6406,973.8992,7.3544,0.9819
2008-03-06T00:00:00.0/2008-03-07T00:00:00.0,7333.4766,5302.4048,4005.7588,1296.6462,7372.2534,2652.4878,704.5634,1947.9244,1305.8081,0.9809
2008-03-07T00:00:00.0/2008-03-08T00:00:00.0,7401.0054,5178.4766,3649.3804,1529.0962,6571.2871,2576.5327,526.17,2050.3628,900.5867,0.9799
2008-03-08T00:00:00.0/2008-03-09T00:00:00.0,7468.4858,5320.7026,4072.9932,1247.7097,7424.9229,3879.1533,1750.7657,2128.3875,3162.7458,0.9792
2008-03-09T00:00:00.0/2008-03-10T00:00:00.0,7535.9756,5550.9629,4608.6587,942.3043,8483.1406,4572.8394,2912.1497,1660.6895,5294.416,0.9781
2008-03-10T00:00:00.0/2008-03-11T00:00:00.0,7603.3706,5435.5146,4245.1831,1190.3315,7658.2842,4461.3501,2282.3252,2179.0249,4019.8816,0.9826
2008-03-11T00:00:00.0/2008-03-12T00:00:00.0,7670.7241,5411.8296,3828.7878,1583.0417,6819.8652,3168.6323,1306.8289,1861.8033,2664.8811,0.9868
2008-03-12T00:00:00.0/2008-03-13T00:00:00.0,7737.9346,5677.7197,4703.3965,974.3235,8472.3115,5502.396,4301.4692,1200.9269,7594.1357,0.9861
2008-03-13T00:00:00.0/2008-03-14T00:00:00.0,7805.0571,5857.4204,4896.1992,961.2211,8836.3291,5809.1372,4817.3228,991.8145,8536.4297,0.9851
2008-03-14T00:00:00.0/2008-03-15T00:00:00.0,7871.9897,5886.3691,4959.2324,927.1366,8942.9043,5728.0312,4590.8057,1137.2255,8330.5098,0.9844
2008-03-15T00:00:00.0/2008-03-16T00:00:00.0,7938.791,6032.3677,5253.0107,779.3572,9518.0781,6032.3677,5253.0107,779.3572,9518.0781,0.9833
2008-03-16T00:00:00.0/2008-03-17T00:00:00.0,8005.356,5419.811,3661.5486,1758.2627,6286.8154,3864.2896,1255.2626,2609.0269,2616.8252,0.983
2008-03-17T00:00:00.0/2008-03-18T00:00:00.0,8071.7505,6054.9829,5158.5322,896.4507,9230.8613,6054.9829,5158.5322,896.4507,9230.8613,0.9816
2008-03-18T00:00:00.0/2008-03-19T00:00:00.0,8137.8638,5956.0327,4785.8535,1170.179,8314.2559,5940.4004,4762.6396,1177.7607,8243.3047,0.9809
2008-03-19T00:00:00.0/2008-03-20T00:00:00.0,8203.7793,5973.2056,4653.6392,1319.5662,7998.4351,5428.1313,3698.2012,1729.9299,5927.9624,0.9642
2008-03-20T00:00:00.0/2008-03-21T00:00:00.0,8269.3613,5964.9385,4627.5762,1337.3622,7872.7046,4727.6538,2376.6138,2351.04,3851.615,0.9792
2008-03-21T00:00:00.0/2008-03-22T00:00:00.0,8334.7041,6334.8491,5399.4517,935.3973,9321.5312,5054.5488,3094.1794,1960.3696,5962.6206,0.9781
2008-03-22T00:00:00.0/2008-03-23T00:00:00.0,8399.7207,6052.2129,4672.6689,1379.5439,7798.0151,5410.6948,3652.5552,1758.1398,6041.416,0.9823
2008-03-23T00:00:00.0/2008-03-24T00:00:00.0,8464.3877,6137.8467,4797.2437,1340.603,8107.1201,6137.8467,4797.2437,1340.603,8107.1201,0.9868
2008-03-24T00:00:00.0/2008-03-25T00:00:00.0,8528.7324,6343.5083,5065.2622,1278.2461,8386.7314,3592.9453,1672.3959,1920.5494,2623.0596,0.9753
2008-03-25T00:00:00.0/2008-03-26T00:00:00.0,8592.6875,6434.7759,5350.4644,1084.3113,9135.1133,5850.7886,4173.8818,1676.9066,7430.604,0.9851
2008-03-26T00:00:00.0/2008-03-27T00:00:00.0,8656.293,6540.3496,5653.5239,886.8253,9630.915,5036.8003,3056.2502,1980.55,4972.3848,0.984
2008-03-27T00:00:00.0/2008-03-28T00:00:00.0,8719.4307,6359.3838,5030.0806,1329.3031,8435.792,2962.0725,773.678,2188.3945,1365.7948,0.9837
2008-03-28T00:00:00.0/2008-03-29T00:00:00.0,8782.2344,6438.2324,5077.1143,1361.118,8438.8145,2742.7937,642.6595,2100.134,1493.0007,0.983
2008-03-29T00:00:00.0/2008-03-30T00:00:00.0,8844.5723,6481.313,5180.7017,1300.6112,8553.7207,6456.4253,5143.4731,1312.9521,8386.4316,0.9819
2008-03-30T00:00:00.0/2008-03-31T00:00:00.0,8906.5029,6755.3071,5743.7412,1011.566,9557.9053,6578.1157,5353.813,1224.3031,8917.2217,0.9809
2008-03-31T00:00:00.0/2008-04-01T00:00:00.0,8967.9316,6566.9077,5186.2964,1380.6111,8358.5352,4476.1538,1438.3302,3037.8237,2317.2158,0.9802
2008-04-01T00:00:00.0/2008-04-02T00:00:00.0,9028.9258,6311.6128,4556.2192,1755.3937,7153.5117,2312.7434,139.1064,2173.6372,229.5361,0.9792
2008-04-02T00:00:00.0/2008-04-03T00:00:00.0,9089.3828,6496.8511,4860.9688,1635.8823,7758.563,6320.4785,4539.084,1781.3943,7126.8984,0.9785
2008-04-03T00:00:00.0/2008-04-04T00:00:00.0,9149.376,6664.3926,5180.1431,1484.2491,8291.4814,6638.4927,5120.8569,1517.6357,8219.8613,0.9774
2008-04-04T00:00:00.0/2008-04-05T00:00:00.0,9208.8008,6911.6963,5757.2676,1154.429,9365.4961,4401.7295,2124.9534,2276.7759,3941.1572,0.9715
2008-04-05T00:00:00.0/2008-04-06T00:00:00.0,9267.7324,6556.9238,4753.3291,1803.5946,7505.1177,3996.8259,1541.4866,2455.3394,2595.6013,0.9861
2008-04-06T00:00:00.0/2008-04-07T00:00:00.0,9326.0664,7106.8867,6084.8765,1022.0105,9907.0381,6871.0835,5681.8906,1189.193,8918.1709,0.9854
2008-04-07T00:00:00.0/2008-04-08T00:00:00.0,9383.877,6788.7925,5096.1245,1692.6681,8010.9482,6763.6514,5033.7373,1729.9141,7924.5181,0.9844
2008-04-08T00:00:00.0/2008-04-09T00:00:00.0,9441.0645,5159.2544,1914.9526,3244.302,2715.6965,2394.0381,398.9884,1995.0498,505.5233,0.984
2008-04-09T00:00:00.0/2008-04-10T00:00:00.0,9497.6982,6891.7329,5574.4043,1317.3287,8784.5645,6431.645,4497.9111,1933.7338,7098.4277,0.9826
2008-04-10T00:00:00.0/2008-04-11T00:00:00.0,9553.6543,5857.9019,3005.4475,2852.4543,4408.2144,4498.0903,1110.0367,3388.0535,1633.4242,0.9823
2008-04-11T00:00:00.0/2008-04-12T00:00:00.0,9609.0664,5671.4121,2524.9683,3146.4438,3557.2292,3829.4031,785.4522,3043.9507,1113.9139,0.9812
2008-04-12T00:00:00.0/2008-04-13T00:00:00.0,9663.8164,5926.1807,3031.4436,2894.7373,4517.5171,4538.3496,1153.4075,3384.9419,1788.614,0.9806
2008-04-13T00:00:00.0/2008-04-14T00:00:00.0,9717.9512,6607.5972,4206.1851,2401.4121,6279.2515,1038.7089,18.6188,1020.0901,57.1379,0.9795
2008-04-14T00:00:00.0/2008-04-15T00:00:00.0,9771.4131,7464.21,6390.3979,1073.812,10060.6025,7423.6353,6298.7275,1124.9077,9749.1816,0.9684
2008-04-15T00:00:00.0/2008-04-16T00:00:00.0,9824.2021,7561.083,6466.9995,1094.0836,10173.1055,7561.083,6466.9995,1094.0836,10173.1055,0.9781
2008-04-16T00:00:00.0/2008-04-17T00:00:00.0,9876.3652,7704.1299,6803.2856,900.8442,10641.1855,7446.3916,6211.3584,1235.0332,9344.8613,0.9771
2008-04-17T00:00:00.0/2008-04-18T00:00:00.0,9927.8115,5700.0371,2262.616,3437.4214,3256.7561,3174.6877,456.8911,2717.7966,814.7419,0.9816
2008-04-18T00:00:00.0/2008-04-19T00:00:00.0,9978.6016,6915.1812,4947.0493,1968.1317,7179.9185,6341.9004,3527.46,2814.4407,5133.311,0.9858
2008-04-19T00:00:00.0/2008-04-20T00:00:00.0,10028.6738,6223.1729,3198.7134,3024.4595,4450.3931,6037.3325,3019.1038,3018.2285,4088.4333,0.9851
2008-04-20T00:00:00.0/2008-04-21T00:00:00.0,10078.0342,7091.6631,4935.5674,2156.0957,7126.0425,7029.8813,4841.6377,2188.2434,6920.5518,0.9844
2008-04-21T00:00:00.0/2008-04-22T00:00:00.0,10126.7188,7323.3984,5545.9795,1777.4189,8116.2373,7091.8096,5225.9468,1865.8625,7359.9214,0.9837
2008-04-22T00:00:00.0/2008-04-23T00:00:00.0,10174.6631,7642.8486,6309.7085,1333.1399,9741.3301,7052.6167,5190.6602,1861.9567,7811.9712,0.9826
2008-04-23T00:00:00.0/2008-04-24T00:00:00.0,10221.8467,7814.2383,6846.3472,967.891,10647.5449,6636.7344,4562.9004,2073.834,6877.3159,0.9823
2008-04-24T00:00:00.0/2008-04-25T00:00:00.0,10268.333,7670.3018,6433.7178,1236.5841,9806.334,7653.7217,6406.8325,1246.889,9741.6543,0.9712
2008-04-25T00:00:00.0/2008-04-26T00:00:00.0,10314.1328,7626.0522,6200.4238,1425.6285,9394.6348,7284.8799,5536.5415,1748.3381,8341.7051,0.9806
2008-04-26T00:00:00.0/2008-04-27T00:00:00.0,10359.1523,7378.2397,5544.5723,1833.6675,8307.8115,5503.6201,2724.2268,2779.3933,4878.2573,0.9799
2008-04-27T00:00:00.0/2008-04-28T00:00:00.0,10403.4209,7747.9971,6264.6157,1483.3817,9460.0566,7747.9971,6264.6157,1483.3817,9460.0566,0.9792
2008-04-28T00:00:00.0/2008-04-29T00:00:00.0,10446.9316,7976.3306,6829.6831,1146.6476,10421.1465,7956.5645,6781.353,1175.2112,10358.7549,0.9785
2008-04-29T00:00:00.0/2008-04-30T00:00:00.0,10489.7305,7689.9248,6103.7485,1586.1761,9178.748,6521.791,3860.0083,2661.7827,5853.5991,0.9774
2008-04-30T00:00:00.0/2008-05-01T00:00:00.0,10531.7266,7638.7871,5933.8525,1704.9344,8672.877,7173.5532,4872.9614,2300.5916,7124.8779,0.9767
2008-05-01T00:00:00.0/2008-05-02T00:00:00.0,10572.9492,6381.2256,3077.2927,3303.9331,4195.3398,5981.7998,2565.8533,3415.9465,3469.8271,0.9812
2008-05-02T00:00:00.0/2008-05-03T00:00:00.0,10613.3945,6894.2017,3935.9954,2958.2061,5569.4404,4567.5601,831.2606,3736.2993,1259.6866,0.9806
2008-05-03T00:00:00.0/2008-05-04T00:00:00.0,10653.0566,8110.4502,6945.7163,1164.734,10388.6201,8036.1172,6743.2593,1292.8579,10167.6426,0.9854
2008-05-04T00:00:00.0/2008-05-05T00:00:00.0,10691.9307,8089.6533,6998.6011,1091.0524,10585.5703,7883.5239,6403.1279,1480.396,9923.6211,0.9844
2008-05-05T00:00:00.0/2008-05-06T00:00:00.0,10729.9775,7952.1953,6583.0522,1369.1431,9780.2393,7873.7583,6374.353,1499.4052,9545.2754,0.984
2008-05-06T00:00:00.0/2008-05-07T00:00:00.0,10767.3066,7624.4072,5612.4702,2011.937,8126.5513,6019.7876,2451.5637,3568.2239,3593.9343,0.983
2008-05-07T00:00:00.0/2008-05-08T00:00:00.0,10803.7979,8114.8062,6824.3193,1290.4868,10141.1855,7980.9512,6725.5068,1255.4446,9690.5176,0.9823
2008-05-08T00:00:00.0/2008-05-09T00:00:00.0,10839.4824,8223.7812,6945.3423,1278.4391,10351.7393,7324.0542,4476.2485,2847.8054,7045.8794,0.9816
2008-05-09T00:00:00.0/2008-05-10T00:00:00.0,10874.3545,7731.1592,5512.9985,2218.1609,7854.5479,6960.313,4062.4714,2897.8416,5377.4824,0.9809
2008-05-10T00:00:00.0/2008-05-11T00:00:00.0,10908.4121,5949.3882,2095.853,3853.5349,2784.1123,1479.9799,25.2949,1454.6849,66.8059,0.9802
2008-05-11T00:00:00.0/2008-05-12T00:00:00.0,10941.6504,6926.8452,3805.323,3121.5222,5082.8037,4529.3638,1552.8589,2976.5049,1991.0823,0.9795
2008-05-12T00:00:00.0/2008-05-13T00:00:00.0,10974.0342,6951.7778,3843.675,3108.1025,5185.6753,4861.5,1433.7897,3427.7104,2335.5056,0.9792
2008-05-13T00:00:00.0/2008-05-14T00:00:00.0,11005.6309,7674.0283,5383.1704,2290.8574,7601.6924,3111.251,430.5316,2680.7192,829.7723,0.9785
2008-05-14T00:00:00.0/2008-05-15T00:00:00.0,11036.3994,8334.2256,7319.4028,1014.8224,10959.7451,6141.6084,3574.7485,2566.8596,4641.5596,0.9778
2008-05-15T00:00:00.0/2008-05-16T00:00:00.0,11066.3115,8103.8247,6666.9771,1436.8475,9694.6104,7867.2866,5935.2285,1932.0579,8752.9502,0.9774
2008-05-16T00:00:00.0/2008-05-17T00:00:00.0,11095.4258,7180.5996,4122.7134,3057.8862,5616.957,6799.8022,3496.9165,3302.8855,4607.7329,0.9771
2008-05-17T00:00:00.0/2008-05-18T00:00:00.0,11123.7051,7428.1147,4636.6367,2791.4778,6395.0767,7046.7485,4155.6304,2891.1179,5513.7769,0.9708
2008-05-18T00:00:00.0/2008-05-19T00:00:00.0,11151.1094,7492.5532,4801.9082,2690.6448,6535.9302,7334.395,4470.2168,2864.1785,6144.8628,0.9809
2008-05-19T00:00:00.0/2008-05-20T00:00:00.0,11177.7246,6702.0376,3088.5151,3613.5225,4137.0093,4940.0645,1910.6058,3029.4587,2226.417,0.9802
2008-05-20T00:00:00.0/2008-05-21T00:00:00.0,11203.4971,8068.5791,6180.019,1888.5599,8786.6357,5627.8491,2457.1541,3170.6948,3992.1052,0.9378
2008-05-21T00:00:00.0/2008-05-22T00:00:00.0,11228.3955,8110.73,6390.9546,1719.7754,9216.0576,5798.957,2077.8054,3721.1516,3411.9729,0.9844
2008-05-22T00:00:00.0/2008-05-23T00:00:00.0,11252.4639,8549.6611,7407.3501,1142.311,10904.1475,8283.4746,6701.0811,1582.394,9993.6074,0.984
2008-05-23T00:00:00.0/2008-05-24T00:00:00.0,11275.7256,8336.8506,6930.5322,1406.318,10097.3535,8231.1348,6667.0469,1564.088,9820.0234,0.9833
2008-05-24T00:00:00.0/2008-05-25T00:00:00.0,11298.1338,8214.9102,6581.0811,1633.8289,9415.6973,8192.5381,6546.752,1645.7866,9251.0938,0.9826
2008-05-25T00:00:00.0/2008-05-26T00:00:00.0,11319.6738,7942.1182,5724.9048,2217.2136,7920.2021,7940.4302,5723.8384,2216.5918,7914.8247,0.9823
2008-05-26T00:00:00.0/2008-05-27T00:00:00.0,11340.3691,8215.1963,6245.0264,1970.1697,8787.7949,8215.1963,6245.0264,1970.1697,8787.7949,0.9819
2008-05-27T00:00:00.0/2008-05-28T00:00:00.0,11360.2236,7907.7734,5294.0186,2613.7546,7306.3931,7842.6509,5193.1152,2649.5354,7176.896,0.9816
2008-05-28T00:00:00.0/2008-05-29T00:00:00.0,11379.2578,7312.8228,4027.6355,3285.1873,5291.3882,7202.0708,3939.2231,3262.8477,5053.6504,0.9809
2008-05-29T00:00:00.0/2008-05-30T00:00:00.0,11397.4072,7559.6309,4592.1172,2967.5134,6311.7349,7021.7344,4125.3042,2896.4304,5608.5527,0.9809
2008-05-30T00:00:00.0/2008-05-31T00:00:00.0,11414.7158,8649.7695,7508.9497,1140.8199,11065.751,8572.3516,7305.0811,1267.2704,10736.7578,0.9806
2008-05-31T00:00:00.0/2008-06-01T00:00:00.0,11431.1777,8607.9443,7424.9653,1182.9788,10751.8174,8484.1338,7101.3853,1382.7485,9965.7998,0.9799
2008-06-01T00:00:00.0/2008-06-02T00:00:00.0,11446.7695,7759.9663,5060.5566,2699.4097,6832.3481,6248.9668,2322.6694,3926.2976,3201.4463,0.9795
2008-06-02T00:00:00.0/2008-06-03T00:00:00.0,11461.5283,7560.832,4583.8672,2976.9648,6156.7607,6910.3857,3881.8232,3028.5623,4849.437,0.9792
2008-06-03T00:00:00.0/2008-06-04T00:00:00.0,11475.4277,7863.228,5419.2031,2444.0251,7421.1699,6901.917,3787.7876,3114.1296,5259.8794,0.9788
2008-06-04T00:00:00.0/2008-06-05T00:00:00.0,11488.4268,8367.6299,6722.916,1644.7141,9526.0537,6588.811,4081.241,2507.5701,6685.6948,0.9788
2008-06-05T00:00:00.0/2008-06-06T00:00:00.0,11500.6533,8716.2725,7720.8276,995.4443,11341.2285,7366.2803,4148.4238,3217.8562,6338.7109,0.9781
2008-06-06T00:00:00.0/2008-06-07T00:00:00.0,11511.9854,8334.7812,6712.7744,1622.0072,9616.751,5277.2969,2095.6868,3181.6101,3275.6536,0.9778
2008-06-07T00:00:00.0/2008-06-08T00:00:00.0,11522.4316,8346.5996,6650.1436,1696.4557,9445.7324,4487.2266,1403.804,3083.4226,2055.5332,0.9726
2008-06-08T00:00:00.0/2008-06-09T00:00:00.0,11532.0488,8461.5693,6863.1978,1598.3713,9791.0166,5911.9683000000005,2972.6294,2939.3389,4394.8145,0.9774
2008-06-09T00:00:00.0/2008-06-10T00:00:00.0,11540.7773,8612.4287,7195.3906,1417.0385,10317.5439,8607.9639,7188.8013,1419.1626,10288.6592,0.9774
2008-06-10T00:00:00.0/2008-06-11T00:00:00.0,11548.6807,8410.0645,6611.9619,1798.1022,9315.5166,8405.0801,6606.1743,1798.9064,9294.2529,0.9719
2008-06-11T00:00:00.0/2008-06-12T00:00:00.0,11555.7314,7968.793,5517.8457,2450.9473,7526.6284,7968.793,5517.8457,2450.9473,7526.6284,0.9767
2008-06-12T00:00:00.0/2008-06-13T00:00:00.0,11561.9268,7729.4287,4923.8979,2805.5308,6665.6182,6095.6011,2967.7112,3127.8901,4233.7158,0.9764
2008-06-13T00:00:00.0/2008-06-14T00:00:00.0,11567.2402,8416.1807,6771.5981,1644.583,9673.8672,7864.3438,6053.1543,1811.1892,8325.3965,0.9764
2008-06-14T00:00:00.0/2008-06-15T00:00:00.0,11571.6875,8783.2197,7869.8862,913.3333,11670.665,8757.1006,7782.9785,974.1218,11560.5869,0.9764
2008-06-15T00:00:00.0/2008-06-16T00:00:00.0,11575.3271,8824.8955,7743.6558000000005,1081.2393,11311.9922,8824.8955,7743.6558000000005,1081.2393,11311.9922,0.976
2008-06-16T00:00:00.0/2008-06-17T00:00:00.0,11578.0449,8182.293,6190.772,1991.5209,8682.9521,8182.293,6190.772,1991.5209,8682.9521,0.9764
2008-06-17T00:00:00.0/2008-06-18T00:00:00.0,11579.9316,7824.6924,5101.7905,2722.9019,6948.8862,6270.5771,2671.9333,3598.6438,4044.5037,0.9764
2008-06-18T00:00:00.0/2008-06-19T00:00:00.0,11581.0205,7503.6665,4290.8657,3212.8008,5901.9624,7490.019,4277.6772,3212.3418,5876.1665,0.976
2008-06-19T00:00:00.0/2008-06-20T00:00:00.0,11581.2227,8787.3115,7550.4839,1236.8279,10967.71,8757.207,7500.0034,1257.2032,10787.3643,0.976
2008-06-20T00:00:00.0/2008-06-21T00:00:00.0,11580.5693,8603.4033,7196.6504,1406.7529,10394.8301,8603.4033,7196.6504,1406.7529,10394.8301,0.976
2008-06-21T00:00:00.0/2008-06-22T00:00:00.0,11579.0635,8741.0547,7644.6914,1096.3638,11141.5811,8741.0547,7644.6914,1096.3638,11141.5811,0.976
2008-06-22T00:00:00.0/2008-06-23T00:00:00.0,11576.7197,8630.1885,7296.8027,1333.3859,10549.8096,8630.1885,7296.8027,1333.3859,10549.8096,0.976
2008-06-23T00:00:00.0/2008-06-24T00:00:00.0,11573.5381,8591.3516,7125.2832,1466.0687,10223.0547,8591.3516,7125.2832,1466.0687,10223.0547,0.976
2008-06-24T00:00:00.0/2008-06-25T00:00:00.0,11569.5059,8763.8828,7548.8472,1215.036,10957.8369,8763.8828,7548.8472,1215.036,10957.8369,0.976
