# Observation period,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2005-03-18T00:00:00.0/2005-03-19T00:00:00.0,7288.4443,5250.4141,3996.7222,1253.692,7654.5415,5241.4932,3985.8528,1255.6403,7571.25,0.9556
2005-03-19T00:00:00.0/2005-03-20T00:00:00.0,7364.6104,5355.1802,4233.2529,1121.9274,8098.8496,5355.1802,4233.2529,1121.9274,8098.8496,0.9802
2005-03-20T00:00:00.0/2005-03-21T00:00:00.0,7440.6108,5056.4395,3360.5708,1695.8684,6156.2251,3160.2529,1293.7526,1866.5004,2472.5288,0.9792
2005-03-21T00:00:00.0/2005-03-22T00:00:00.0,7516.4453,4795.5459,2714.5227,2081.0229,4842.3662,2461.7197,265.2646,2196.4551,400.5399,0.9729
2005-03-22T00:00:00.0/2005-03-23T00:00:00.0,7592.0923,4824.5454,2659.7795,2164.7661,4681.665,2621.2075,537.8519,2083.3555,861.03,0.9667
2005-03-23T00:00:00.0/2005-03-24T00:00:00.0,7667.5483,4301.6362,1674.9868,2626.6497,2882.2932,3167.7664,761.3238,2406.4424,1259.0066,0.9812
2005-03-24T00:00:00.0/2005-03-25T00:00:00.0,7742.7827,4765.6938,2387.614,2378.0801,4129.2734,2302.4189,277.9025,2024.5165,421.4332,0.9802
2005-03-25T00:00:00.0/2005-03-26T00:00:00.0,7817.7656,5167.8438,3081.1956,2086.6482,5409.6333,2502.7148,289.7019,2213.0129,508.8355,0.9795
2005-03-26T00:00:00.0/2005-03-27T00:00:00.0,7892.4756,5104.0737,2934.5916,2169.4819,5003.9951,1713.2765,95.886,1617.3905,195.1093,0.9781
2005-03-27T00:00:00.0/2005-03-28T00:00:00.0,7966.9434,5137.3433000000005,2926.4084,2210.9348,5085.4434,802.173,2.1928,799.9802,21.7556,0.9819
2005-03-28T00:00:00.0/2005-03-29T00:00:00.0,8041.0664,5585.6553,3953.3643,1632.2911,6972.5898,5432.0654,3650.8188,1781.2465,6277.2656,0.9757
2005-03-29T00:00:00.0/2005-03-30T00:00:00.0,8114.8564,5665.6704,4033.2671,1632.4033,7127.4629,3858.5798,1504.9446,2353.6353,2615.6567,0.9799
2005-03-30T00:00:00.0/2005-03-31T00:00:00.0,8188.2637,5574.3169,3635.9299,1938.3868,6277.2354,4103.6084,1143.236,2960.3726,2077.8018,0.9792
2005-03-31T00:00:00.0/2005-04-01T00:00:00.0,8261.3896,5551.6001,3440.4102,2111.1902,5930.5254,4030.6541,1317.8221,2712.832,2648.4604,0.9726
2005-04-01T00:00:00.0/2005-04-02T00:00:00.0,8334.0908,5789.3384,4001.9048,1787.434,6930.4785,4159.9692,1667.2328,2492.7363,3622.0464,0.9819
2005-04-02T00:00:00.0/2005-04-03T00:00:00.0,8406.3799,6350.876,5161.8003,1189.0759,9179.6367,6350.876,5161.8003,1189.0759,9179.6367,0.9809
2005-04-03T00:00:00.0/2005-04-04T00:00:00.0,8478.2383,6410.0669,5208.3755,1201.6912,9222.7246,6410.0669,5208.3755,1201.6912,9222.7246,0.9799
2005-04-04T00:00:00.0/2005-04-05T00:00:00.0,8549.7041,6259.0083,4786.2959,1472.7124,8259.1777,6259.0083,4786.2959,1472.7124,8259.1777,0.9785
2005-04-05T00:00:00.0/2005-04-06T00:00:00.0,8620.625,6228.1025,4675.8354,1552.2668,8006.6274,6228.1025,4675.8354,1552.2668,8006.6274,0.9778
2005-04-06T00:00:00.0/2005-04-07T00:00:00.0,8691.0996,5995.2925,4045.5269,1949.7656,6780.5928,5818.8833,3792.4033,2026.48,6149.8613,0.9819
2005-04-07T00:00:00.0/2005-04-08T00:00:00.0,8761.0635,6189.1753,4412.3447,1776.8308,7442.1133,4292.1006,1427.5273,2864.5735,2254.4871,0.9653
2005-04-08T00:00:00.0/2005-04-09T00:00:00.0,8830.5469,6022.3726,3867.7466,2154.626,6381.6045,1430.9252,14.5533,1416.3718,46.3392,0.9795
2005-04-09T00:00:00.0/2005-04-10T00:00:00.0,8899.4492,6437.4844,4818.7148,1618.7694,8124.2998,2791.0496,472.8706,2318.179,945.1218,0.9785
2005-04-10T00:00:00.0/2005-04-11T00:00:00.0,8967.7539,6560.6821,5322.1216,1238.5608,8920.9932,1031.6426,5.2189,1026.4237,63.3525,0.9778
2005-04-11T00:00:00.0/2005-04-12T00:00:00.0,9035.5186,5709.3174,2937.426,2771.8914,4653.6543,787.1218,25.4203,761.7015,72.1503,0.9819
2005-04-12T00:00:00.0/2005-04-13T00:00:00.0,9102.7266,6034.5132,3539.6768,2494.8362,5631.8662,3077.3481,1260.7864,1816.5618,1675.6688,0.9809
2005-04-13T00:00:00.0/2005-04-14T00:00:00.0,9169.2822,6644.7612,4986.1807,1658.5804,8229.3887,6387.5142,4508.7285,1878.7854,7129.9829,0.9795
2005-04-14T00:00:00.0/2005-04-15T00:00:00.0,9235.166,6546.4702,4733.5479,1812.9226,7661.2456,6546.4702,4733.5479,1812.9226,7661.2456,0.9788
2005-04-15T00:00:00.0/2005-04-16T00:00:00.0,9300.4453,6566.9629,4714.5859,1852.3771,7677.2988,5824.5132,3478.2339,2346.2795,5556.0488,0.9778
2005-04-16T00:00:00.0/2005-04-17T00:00:00.0,9365.0986,6505.4038,4428.1704,2077.2334,7120.4058000000005,2287.23,517.6059,1769.624,983.2697,0.9816
2005-04-17T00:00:00.0/2005-04-18T00:00:00.0,9429.0352,6818.271,4938.5903,1879.6809,8043.4702,4536.6528,1523.5927,3013.0601,2868.8132,0.9806
2005-04-18T00:00:00.0/2005-04-19T00:00:00.0,9492.248,7041.0625,5690.7041,1350.358,9351.3652,7038.9937,5687.4106,1351.5831,9330.5078,0.808
2005-04-19T00:00:00.0/2005-04-20T00:00:00.0,9554.7871,6847.98,5132.2158,1715.7644,8293.9707,3006.2532,1069.7168,1936.5364,1830.7606,0.9788
2005-04-20T00:00:00.0/2005-04-21T00:00:00.0,9616.6367,6850.2686,4893.8594,1956.4092,7816.6035,3272.9663,1153.0356,2119.9307,1647.2733,0.9774
2005-04-21T00:00:00.0/2005-04-22T00:00:00.0,9677.6953,7109.3853,5629.2466,1480.1387,9036.1348,7034.6655,5480.7075,1553.9581,8585.8906,0.9667
2005-04-22T00:00:00.0/2005-04-23T00:00:00.0,9738.04,6998.9868,5171.9966,1826.99,8198.1426,6987.7534,5163.0498,1824.704,8116.7144,0.9809
2005-04-23T00:00:00.0/2005-04-24T00:00:00.0,9797.6143,7073.0996,5327.7783,1745.321,8542.6816,3805.7195,1396.1951,2409.5244,1955.0214,0.9799
2005-04-24T00:00:00.0/2005-04-25T00:00:00.0,9856.4307,6867.2656,4711.0205,2156.2451,7431.7876,1738.6843,21.6612,1717.0232,30.6014,0.9788
2005-04-25T00:00:00.0/2005-04-26T00:00:00.0,9914.4658,6925.9663,4718.2896,2207.6765,7363.7676,2975.1824,887.1475,2088.0349,1919.8286,0.9778
2005-04-26T00:00:00.0/2005-04-27T00:00:00.0,9971.6709,7548.626,6240.0068,1308.619,10088.2842,7548.626,6240.0068,1308.619,10088.2842,0.9719
2005-04-27T00:00:00.0/2005-04-28T00:00:00.0,10028.1055,7526.2417,6273.7246,1252.5172,10135.4707,7512.3496,6252.6426,1259.7072,10013.4775,0.9812
2005-04-28T00:00:00.0/2005-04-29T00:00:00.0,10083.6797,7225.9048,5514.0435,1711.8611,8708.9775,5665.7715,3373.9197,2291.8518,4893.8125,0.9806
2005-04-29T00:00:00.0/2005-04-30T00:00:00.0,10138.5078,6843.7046,4453.7627,2389.9419,6809.3706,6008.4355,3165.1709,2843.2646,4639.0908,0.9792
2005-04-30T00:00:00.0/2005-05-01T00:00:00.0,10192.4219,6854.7651,4408.1226,2446.6426,6672.4028,6707.9624,4120.0259,2587.9368,6205.2822,0.958
2005-05-01T00:00:00.0/2005-05-02T00:00:00.0,10245.5234,7289.9321,5446.1265,1843.8055,8456.6768,7197.6792,5178.3535,2019.3258,8137.5122,0.9774
2005-05-02T00:00:00.0/2005-05-03T00:00:00.0,10297.7197,7474.1191,5742.8887,1731.2302,8899.7744,7317.9585,5330.354,1987.6047,8206.4453,0.9663
2005-05-03T00:00:00.0/2005-05-04T00:00:00.0,10349.1094,7264.0601,5136.4058000000005,2127.6545,7794.644,3259.1001,434.7589,2824.3413,915.7895,0.9806
2005-05-04T00:00:00.0/2005-05-05T00:00:00.0,10399.5674,7481.8926,5514.4028,1967.4896,8379.3838,6833.1611,4110.9175,2722.2439,6410.5981,0.9799
2005-05-05T00:00:00.0/2005-05-06T00:00:00.0,10449.1387,7492.502,5466.5791,2025.9229,8327.9805,7233.2129,5151.229,2081.9841,7481.3184,0.9684
2005-05-06T00:00:00.0/2005-05-07T00:00:00.0,10497.7822,7688.7349,6019.6201,1669.1145,9412.6367,7688.7349,6019.6201,1669.1145,9412.6367,0.9781
2005-05-07T00:00:00.0/2005-05-08T00:00:00.0,10545.4951,7962.0986,6709.6362,1252.4625,10614.3242,7939.5586,6642.8101,1296.7487,10532.6621,0.9774
2005-05-08T00:00:00.0/2005-05-09T00:00:00.0,10592.3027,8001.5464,6633.3071,1368.239,10380.0869,8001.5464,6633.3071,1368.239,10380.0869,0.9764
2005-05-09T00:00:00.0/2005-05-10T00:00:00.0,10638.1885,7546.8916,5382.3604,2164.5315,8104.1079,4768.8726,1278.5369,3490.3359,1843.9335,0.9753
2005-05-10T00:00:00.0/2005-05-11T00:00:00.0,10683.084,7258.0435,4636.6514,2621.3923,6893.8579,2182.7937,146.0679,2036.726,274.6061,0.975
2005-05-11T00:00:00.0/2005-05-12T00:00:00.0,10727.0107,7501.3042,5201.6567,2299.6475,7779.4038,4355.0381,2015.2205,2339.8176,3195.8967,0.9792
2005-05-12T00:00:00.0/2005-05-13T00:00:00.0,10769.9619,8001.7744,6445.5791,1556.1957,9988.1768,7105.1509,4195.3208,2909.8301,6412.8833,0.9785
2005-05-13T00:00:00.0/2005-05-14T00:00:00.0,10811.9658,7811.9111,5925.9697,1885.9415,8932.582,6883.4365,4078.5552,2804.8816,6164.6582,0.9774
2005-05-14T00:00:00.0/2005-05-15T00:00:00.0,10852.9473,7116.0425,4063.5764,3052.4661,5939.4761,3224.8542,535.9863,2688.8679,965.1239,0.9767
2005-05-15T00:00:00.0/2005-05-16T00:00:00.0,10892.9609,7928.208,6040.2646,1887.9435,9090.3408,7640.1909,5395.3169,2244.874,7696.1948,0.9653
2005-05-16T00:00:00.0/2005-05-17T00:00:00.0,10931.9355,7753.2529,5525.3066,2227.9465,8277.877,4548.6914,1008.7789,3539.9124,1294.8385,0.975
2005-05-17T00:00:00.0/2005-05-18T00:00:00.0,10969.8916,7709.3911,5390.3594,2319.0317,7922.4395,4623.8779,2272.1575,2351.7205,2992.1123,0.9795
2005-05-18T00:00:00.0/2005-05-19T00:00:00.0,11006.8213,7938.7954,6090.9282,1847.8671,9166.3906,3109.7261,181.6652,2928.061,489.2435,0.9736
2005-05-19T00:00:00.0/2005-05-20T00:00:00.0,11042.7178,8302.3721,6960.4512,1341.9208,10686.6299,8257.6562,6885.8354,1371.8209,10418.1553,0.9781
2005-05-20T00:00:00.0/2005-05-21T00:00:00.0,11077.5742,8003.8164,6191.2466,1812.5695,9323.875,7888.9595,5939.7676,1949.1918,8851.9922,0.9778
2005-05-21T00:00:00.0/2005-05-22T00:00:00.0,11111.3828,7959.0078,6023.728,1935.2797,9005.5781,7538.2812,4874.0664,2664.2146,7313.7085,0.9715
2005-05-22T00:00:00.0/2005-05-23T00:00:00.0,11144.1377,7578.4551,4905.2305,2673.2249,7148.6704,4518.7319,930.2858,3588.4463,1634.9952,0.9656
2005-05-23T00:00:00.0/2005-05-24T00:00:00.0,11175.8311,7929.5122,5833.7764,2095.7356,8513.0068,5378.1138,2789.0813,2589.0322,4293.8228,0.9753
2005-05-24T00:00:00.0/2005-05-25T00:00:00.0,11206.457,8087.1528,6138.8071,1948.3455,9153.9629,7606.1191,4908.418,2697.7014,7334.5796,0.9747
2005-05-25T00:00:00.0/2005-05-26T00:00:00.0,11235.9854,8141.0566,6297.0498,1844.0066,9405.9355,8141.0566,6297.0498,1844.0066,9405.9355,0.9743
2005-05-26T00:00:00.0/2005-05-27T00:00:00.0,11264.4648,8229.0967,6532.248,1696.8488,9822.7881,8229.0967,6532.248,1696.8488,9822.7881,0.9788
2005-05-27T00:00:00.0/2005-05-28T00:00:00.0,11291.8564,8467.25,7086.7559,1380.494,10780.8467,8467.25,7086.7559,1380.494,10780.8467,0.9781
2005-05-28T00:00:00.0/2005-05-29T00:00:00.0,11318.1514,8223.0684,6450.3799,1772.689,9622.1943,8223.0684,6450.3799,1772.689,9622.1943,0.9722
2005-05-29T00:00:00.0/2005-05-30T00:00:00.0,11343.3291,8089.5044,6058.582,2030.9225,8912.2715,8089.5044,6058.582,2030.9225,8912.2715,0.925
2005-05-30T00:00:00.0/2005-05-31T00:00:00.0,11367.4287,8256.043,6440.6289,1815.4144,9595.0596,7275.4512,4011.2312,3264.22,5791.894,0.9764
2005-05-31T00:00:00.0/2005-06-01T00:00:00.0,11390.3848,7802.0483,5184.5229,2617.5249,7485.0415,7736.2539,5153.8486,2582.4055,7316.0391,0.9764
2005-06-01T00:00:00.0/2005-06-02T00:00:00.0,11412.2412,7756.2002,5146.7998,2609.4001,7351.5933000000005,4165.6255,1005.6474,3159.9783,1852.1321,0.9708
2005-06-02T00:00:00.0/2005-06-03T00:00:00.0,11432.9668,7979.9478,5670.791,2309.1567,8227.2686,7533.769,4729.2832,2804.4858,7058.1528,0.9753
2005-06-03T00:00:00.0/2005-06-04T00:00:00.0,11452.6143,8029.1035,5773.7861,2255.3171,8375.3447,8029.1035,5773.7861,2255.3171,8375.3447,0.9747
2005-06-04T00:00:00.0/2005-06-05T00:00:00.0,11471.083,8136.48,6031.5122,2104.9675,8842.6318,6789.9121,3008.0288,3781.8833,4497.9707,0.9743
2005-06-05T00:00:00.0/2005-06-06T00:00:00.0,11488.4238,7819.3677,5117.8809,2701.4866,7376.3906,5532.4312,1903.4043,3629.0271,2488.6411,0.9792
2005-06-06T00:00:00.0/2005-06-07T00:00:00.0,11504.6318,7566.0386,4533.9448,3032.0938,6449.772,5506.459,3014.0168,2492.4419,4172.6758,0.9788
2005-06-07T00:00:00.0/2005-06-08T00:00:00.0,11519.6855,8462.8076,6885.6475,1577.1603,10306.2959,8433.2021,6871.6216,1561.5802,10170.3691,0.9785
2005-06-08T00:00:00.0/2005-06-09T00:00:00.0,11533.627,8776.6846,7335.6313,1441.0536,11019.668,8628.3398,6878.7881,1749.5518,10457.6553,0.9778
