# Observation period,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2005-05-13T00:00:00.0/2005-05-14T00:00:00.0,10802.9932,7822.9771,5946.6851,1876.2924,8990.3994,5741.9834,3227.6353,2514.3484,4765.0605,0.9767
2005-05-14T00:00:00.0/2005-05-15T00:00:00.0,10844.3633,7171.1016,4183.1484,2987.9534,6148.3931,1523.7679,204.9902,1318.7778,333.1588,0.976
2005-05-15T00:00:00.0/2005-05-16T00:00:00.0,10884.7227,7943.5459,6108.4922,1835.0533,9205.7744,7597.5034,5352.8574,2244.6458,7752.1304,0.9649
2005-05-16T00:00:00.0/2005-05-17T00:00:00.0,10924.0654,7673.6558000000005,5320.1948,2353.4609,7961.6519,4739.0029,1051.1536,3687.8494,1543.3405,0.9747
2005-05-17T00:00:00.0/2005-05-18T00:00:00.0,10962.3828,7705.0327,5395.3594,2309.6731,7877.2178,4398.165,1491.3901,2906.7749,2417.7209,0.9743
2005-05-18T00:00:00.0/2005-05-19T00:00:00.0,10999.667,7940.3213,6151.6348,1788.6865,9307.5557,3178.3406,160.2673,3018.0735,333.2474,0.9681
2005-05-19T00:00:00.0/2005-05-20T00:00:00.0,11035.9111,8329.9082,7003.8599,1326.0486,10797.9824,8309.5889,6961.6045,1347.9847,10684.8584,0.9778
2005-05-20T00:00:00.0/2005-05-21T00:00:00.0,11071.1084,8016.6348,6264.0229,1752.6121,9448.6055,7965.4194,6171.8008,1793.6188,9204.3584,0.9771
2005-05-21T00:00:00.0/2005-05-22T00:00:00.0,11105.251,7886.999,5844.0415,2042.9573,8696.9258,7242.7954,4241.3066,3001.489,6117.1758,0.9764
2005-05-22T00:00:00.0/2005-05-23T00:00:00.0,11138.333,7477.9033,4656.3857,2821.5181,6798.374,4991.2808000000005,1508.8746,3482.4062,2016.9878,0.9705
2005-05-23T00:00:00.0/2005-05-24T00:00:00.0,11170.3457,7881.2734,5729.2778,2151.9954,8341.3721,3846.0854,921.5446,2924.5408,1630.4901,0.9802
2005-05-24T00:00:00.0/2005-05-25T00:00:00.0,11201.2822,8295.2061,6701.3403,1593.8652,10171.582,8032.127,6052.0884,1980.0386,9191.2207,0.9795
2005-05-25T00:00:00.0/2005-05-26T00:00:00.0,11231.1357,8247.4746,6600.5396,1646.9357,9982.6904,8247.4746,6600.5396,1646.9357,9982.6904,0.9736
2005-05-26T00:00:00.0/2005-05-27T00:00:00.0,11259.874,8063.4673,6129.8779,1933.5892,9088.0078,8063.4673,6129.8779,1933.5892,9088.0078,0.9785
2005-05-27T00:00:00.0/2005-05-28T00:00:00.0,11287.5537,8303.1455,6696.3257,1606.8201,10027.9697,8303.1455,6696.3257,1606.8201,10027.9697,0.9778
2005-05-28T00:00:00.0/2005-05-29T00:00:00.0,11314.1289,8121.8286,6195.0273,1926.8009,9162.123,8121.8286,6195.0273,1926.8009,9162.123,0.9722
2005-05-29T00:00:00.0/2005-05-30T00:00:00.0,11339.5908,7840.6172,5465.7368,2374.8804,7903.3804,7840.6172,5465.7368,2374.8804,7903.3804,0.9243
2005-05-30T00:00:00.0/2005-05-31T00:00:00.0,11363.9229,8166.4922,6212.4629,1954.0293,9175.5889,7070.2432,3970.5657,3099.6772,5585.4502,0.976
2005-05-31T00:00:00.0/2005-06-01T00:00:00.0,11387.1572,7978.1509,5669.8765,2308.2742,8256.9951,7927.9634,5649.0679,2278.8955,8135.957,0.9753
2005-06-01T00:00:00.0/2005-06-02T00:00:00.0,11409.2383,7720.937,5070.3916,2650.5452,7230.7173,5245.0562,1593.5195,3651.5366,2482.6511,0.9698
2005-06-02T00:00:00.0/2005-06-03T00:00:00.0,11430.2188,7963.7935,5654.8149,2308.979,8206.8975,7551.7075,4976.5786,2575.1289,7031.48,0.9743
2005-06-03T00:00:00.0/2005-06-04T00:00:00.0,11450.0098,8035.7778,5800.73,2235.0479,8421.3506,7706.2158,5340.7207,2365.4949,7459.7578,0.9743
2005-06-04T00:00:00.0/2005-06-05T00:00:00.0,11468.7207,8043.5342,5771.3765,2272.1575,8418.708,6726.5791,2701.1025,4025.4768,3977.0547,0.9736
2005-06-05T00:00:00.0/2005-06-06T00:00:00.0,11486.2549,7997.5029,5600.5645,2396.9382,8089.5312,6343.9321,2584.9299,3759.002,3702.6074,0.9733
2005-06-06T00:00:00.0/2005-06-07T00:00:00.0,11502.6562,7725.8618,4906.627,2819.2346,7006.1982,7105.4229,4367.0928,2738.3301,5909.7334,0.9726
2005-06-07T00:00:00.0/2005-06-08T00:00:00.0,11517.8633,8551.7061,7082.0566,1469.6499,10692.1777,8501.6992,6996.4497,1505.2498,10523.7109,0.9726
