# Observation period,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2005-05-14T00:00:00.0/2005-05-15T00:00:00.0,10927.7246,7636.9746,4802.6924,2834.2825,7149.3237,4112.2158,1477.3046,2634.9111,2891.5984,0.976
2005-05-15T00:00:00.0/2005-05-16T00:00:00.0,10964.1582,8528.5645,7183.8521,1344.7129,10988.7197,7739.2896,5715.0674,2024.2223,8333.4346,0.9701
2005-05-16T00:00:00.0/2005-05-17T00:00:00.0,10999.6465,8615.6602,7348.9761,1266.6843,11260.3047,7897.4668,5336.2036,2561.2629,8504.3535,0.9799
2005-05-17T00:00:00.0/2005-05-18T00:00:00.0,11034.1836,7750.6753,5033.5562,2717.1191,7160.2798,2770.5034,598.968,2171.5354,676.3414,0.9792
2005-05-18T00:00:00.0/2005-05-19T00:00:00.0,11067.7637,8591.1475,7248.9507,1342.1963,10989.7402,3642.0283,842.8503,2799.178,1926.0497,0.9733
2005-05-19T00:00:00.0/2005-05-20T00:00:00.0,11100.3799,8664.8291,7533.6064,1131.2228,11592.3906,8043.9795,6211.981,1831.9985,9275.29,0.9778
2005-05-20T00:00:00.0/2005-05-21T00:00:00.0,11132.0273,8682.0771,7375.1387,1306.9384,11198.3311,8666.9033,7325.7012,1341.2026,11144.8535,0.9771
2005-05-21T00:00:00.0/2005-05-22T00:00:00.0,11162.7012,8745.876,7535.917,1209.9589,11502.1387,8681.373,7367.9644,1313.4087,11241.5127,0.9712
2005-05-22T00:00:00.0/2005-05-23T00:00:00.0,11192.3955,8735.9004,7522.2676,1213.6331,11431.7217,7281.0649,4507.603,2773.4619,6148.5122,0.9705
2005-05-23T00:00:00.0/2005-05-24T00:00:00.0,11221.1035,8641.3545,7204.6543,1436.7002,10814.377,7058.5366,5294.437,1764.0994,7480.5103,0.9806
2005-05-24T00:00:00.0/2005-05-25T00:00:00.0,11248.8037,8631.9834,7158.0225,1473.9608,10763.4902,8605.5361,7112.749,1492.7874,10562.1982,0.9799
2005-05-25T00:00:00.0/2005-05-26T00:00:00.0,11275.5156,8848.2793,7714.896,1133.3832,11780.2178,8848.2793,7714.896,1133.3832,11780.2178,0.9743
2005-05-26T00:00:00.0/2005-05-27T00:00:00.0,11301.2588,8922.9668,7834.4155,1088.5516,11984.1953,8922.9668,7834.4155,1088.5516,11984.1953,0.9788
2005-05-27T00:00:00.0/2005-05-28T00:00:00.0,11325.9736,8724.3809,7356.6265,1367.754,11042.2168,8382.4082,6500.3496,1882.0583,10039.4521,0.9785
2005-05-28T00:00:00.0/2005-05-29T00:00:00.0,11349.7207,8675.6582,7218.2788,1457.38,10791.1416,8445.7441,6891.9727,1553.7712,9756.3584,0.9778
2005-05-29T00:00:00.0/2005-05-30T00:00:00.0,11372.4482,8723.8379,7313.5679,1410.2705,10944.7236,6232.6157,4181.7842,2050.8311,6138.8989,0.925
2005-05-30T00:00:00.0/2005-05-31T00:00:00.0,11394.1445,8722.8271,7310.4575,1412.3699,10942.0186,8635.7666,7105.0127,1530.7537,10552.8809,0.9767
2005-05-31T00:00:00.0/2005-06-01T00:00:00.0,11414.8174,8714.2012,7167.7925,1546.4088,10635.6426,6444.522,3138.3379,3306.1841,4499.582,0.9764
2005-06-01T00:00:00.0/2005-06-02T00:00:00.0,11434.4863,8468.4912,6442.5229,2025.9684,9357.7666,8161.1021,5664.5483,2496.5535,7977.6484,0.9708
2005-06-02T00:00:00.0/2005-06-03T00:00:00.0,11453.1504,8483.9111,6488.5864,1995.3246,9435.5566,7167.6626,4640.8076,2526.855,7035.8486,0.9753
2005-06-03T00:00:00.0/2005-06-04T00:00:00.0,11470.7715,8581.207,6761.5381,1819.6689,9874.2031,7113.6963,4159.1357,2954.5603,6441.2593,0.9802
2005-06-04T00:00:00.0/2005-06-05T00:00:00.0,11487.3184,8496.3545,6394.8779,2101.4768,9344.5635,7369.021,4129.4326,3239.5884,6761.897,0.9802
2005-06-05T00:00:00.0/2005-06-06T00:00:00.0,11502.9053,8650.6484,7013.7769,1636.8716,10332.9404,6338.9009,2654.175,3684.7258,4710.8521,0.9795
2005-06-06T00:00:00.0/2005-06-07T00:00:00.0,11517.4209,8613.46,6828.0366,1785.4229,9981.002,5569.5215,2841.938,2727.5835,4573.2656,0.9795
2005-06-07T00:00:00.0/2005-06-08T00:00:00.0,11530.8633,9031.6641,8019.2563,1012.4081,12103.9336,9031.6641,8019.2563,1012.4081,12103.9336,0.9795
2005-06-08T00:00:00.0/2005-06-09T00:00:00.0,11543.3311,9227.0234,8165.3975,1061.6262,12243.6699,9077.6211,7844.4478,1233.1735,11467.8525,0.9785
